index,Diameter (nm),Cell_type,Concentration (g/L),Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
1798,1.5,22,0.05224638,5.859375,0,0,5,2,0,35,24,17,20,261.2319,2.597272727272728,4,0.3
2538,14.0,97,2.553392592701264e-05,93.21722,0,0,5,3,0,32,96,15,12,231.5326,2.75,11,0.8525
1557,159.0,6,2.24807053262299e-06,90.27523,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
4156,25.0,7,0.04,113.81,0,0,5,2,1,22,24,16,7,79.8658,2.806666666666667,19,0.8516666666666667
1883,21.0,88,0.1,93.809,0,0,9,11,1,1,24,23,7,12.0107,2.55,4,0.3
4628,639.0,30,1.763821445214679e-16,96.62921,0,1,5,0,0,38,12,17,20,81.4084,2.545,20,0.88
1232,21.2,6,0.1378765983,94.4,33,0,5,2,0,41,48,17,20,196.966569,2.54,2,1.07
266,15.0,13,4.83131112390442e-08,112.98578,0,0,9,3,0,47,48,16,20,107.8682,1.93,0,1.086666666666667
84,28.41,45,1.422181672017595e-06,22.801304,0,0,5,5,0,45,72,18,21,107.8682,1.93,0,1.086666666666667
4171,42.3,49,0.05,93.333,0,1,2,2,1,16,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
3934,18.3,92,0.0125,95.601,0,0,11,3,1,10,24,17,7,60.0843,2.926666666666666,18,0.54
3962,100.33,76,0.2,27.891,0,0,9,3,3,11,72,17,7,60.0843,2.926666666666666,18,0.54
4325,11.69,51,7.1591448213541e-07,92.8251123,0,0,5,14,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
3549,30.0,46,0.04,22.121,0,0,5,5,1,21,24,7,7,60.0843,2.926666666666666,18,0.54
2954,28.33,110,0.01,85.385,0,1,9,3,1,21,6,17,7,231.5326,2.75,11,0.8525
922,33.69,89,0.04,113.39,0,0,12,0,1,12,96,16,7,196.966569,2.54,2,1.07
3578,10.0,86,0.001,123.42,0,0,9,11,1,1,24,25,7,60.0843,2.926666666666666,18,0.54
2968,10.0,91,0.025,102.54,36,0,5,2,1,4,3,19,5,231.5326,2.75,11,0.8525
70,28.41,45,5.688726688070381e-07,24.16938,0,0,5,5,0,45,48,18,21,107.8682,1.93,0,1.086666666666667
2452,361.4,90,7.421766059189711e-11,2.8248587,28,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
262,100.0,47,1.108785902936064e-08,90.0,0,0,5,2,0,34,24,1,16,107.8682,1.93,0,1.086666666666667
4784,20.0,48,0.04,40.556,0,0,5,2,1,16,24,17,7,81.4084,2.545,20,0.88
3733,25.0,44,1.5021075e-07,105.80645,0,1,5,0,2,48,96,4,9,60.0843,2.926666666666666,18,0.54
3338,4.0,64,0.1,84.112,33,0,5,2,1,6,48,12,4,195.084,2.28,16,0.805
1137,1.5,103,1e-06,90.573,24,0,5,14,3,11,24,15,8,196.966569,2.54,2,1.07
2630,145.8,90,1.130314069807151e-09,14.847161,32,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
4085,170.0,87,9.140833814256589e-11,20.066813,0,0,9,11,0,29,24,14,15,79.8658,2.806666666666667,19,0.8516666666666667
228,28.41,45,1.137745337614076e-06,5.5319147,0,0,5,5,0,45,48,3,9,107.8682,1.93,0,1.086666666666667
4210,15.84,22,0.01,60.52,0,0,5,2,1,8,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
2830,10.0,91,0.005,93.555,36,0,5,2,1,4,6,19,5,231.5326,2.75,11,0.8525
3042,42.5,30,0.02,92.131,0,1,5,2,1,14,24,17,7,231.5326,2.75,11,0.8525
568,29.57,46,0.025,112.01,0,0,5,5,1,21,24,19,5,107.8682,1.93,0,1.086666666666667
1899,25.0,42,0.025,102.01,0,0,5,2,1,9,24,17,7,172.1148,2.666666666666667,7,1.08
2834,45.3,44,0.06,55.473,14,1,5,0,3,24,24,7,7,231.5326,2.75,11,0.8525
1305,6.3,70,0.005,95.305,0,0,5,3,1,3,24,17,7,196.966569,2.54,2,1.07
1940,12.5,43,0.00312,98.236,0,0,5,2,1,8,24,17,7,172.1148,2.666666666666667,7,1.08
290,92.0,24,4.19198289774838e-09,15.307593,8,0,5,2,0,49,24,23,20,107.8682,1.93,0,1.086666666666667
2300,4.0,14,0.02,113.14,0,0,5,2,1,16,2,17,7,12.0107,2.55,4,0.3
2373,361.4,90,4.631182020934381e-12,103.43855,28,0,5,2,0,31,72,9,9,231.5326,2.75,11,0.8525
222,28.41,45,2.84436334403519e-07,23.829786,0,0,5,5,0,45,24,3,9,107.8682,1.93,0,1.086666666666667
3722,115.0,44,1.5021075e-07,75.789474,0,1,5,0,2,48,96,4,9,60.0843,2.926666666666666,18,0.54
4851,100.0,91,0.035,68.996,0,0,5,2,1,4,24,19,5,81.4084,2.545,20,0.88
3988,20.0,44,0.025,79.291,0,1,5,0,3,24,24,7,7,60.0843,2.926666666666666,18,0.54
3689,375.4,83,1.060175502900058e-11,110.17544,34,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
2883,30.0,94,0.025,98.887,27,0,5,2,1,18,48,16,7,231.5326,2.75,11,0.8525
2684,30.0,73,5.190006869905383e-08,96.25,16,1,5,10,0,29,72,18,21,231.5326,2.75,11,0.8525
3163,639.0,30,1.368414584861392e-13,95.505615,0,1,5,0,0,38,24,17,20,40.3044,2.375,12,0.86
2352,120.0,102,3.243754293690864e-07,27.46988,27,0,8,2,0,39,24,17,20,231.5326,2.75,11,0.8525
3801,100.0,44,0.05,102.8,0,1,5,0,3,24,24,7,7,60.0843,2.926666666666666,18,0.54
434,20.0,22,0.01,49.737,4,0,5,2,1,8,30,11,0,107.8682,1.93,0,1.086666666666667
2186,30.09,106,0.0562,0.385,0,1,5,14,1,4,48,19,5,79.5454,2.67,10,0.82
2431,145.8,87,1.130314069807151e-09,94.188034,32,0,9,11,0,29,4,14,15,231.5326,2.75,11,0.8525
3854,9.0,88,0.005,89.744,0,0,9,11,1,1,48,15,6,60.0843,2.926666666666666,18,0.54
1866,170.0,41,2.026549169975206e-08,76.31799,0,1,5,11,0,29,24,17,20,502.311426,2.658636363636364,5,1.14
862,61.46,89,0.02,23.03,0,0,12,0,1,12,24,16,7,196.966569,2.54,2,1.07
3127,18.4,94,0.01,89.886,27,0,5,2,1,18,48,17,7,231.5326,2.75,11,0.8525
723,27.1,46,0.075,6.1812,8,0,5,5,1,21,48,17,7,107.8682,1.93,0,1.086666666666667
4938,10.0,6,0.2,36.98,0,0,5,2,1,17,24,15,8,123.2228,2.736666666666667,21,0.86
3423,24.6,35,0.18,73.628,0,0,5,2,3,15,48,19,5,195.084,2.28,16,0.805
2434,145.8,87,7.053159795596625e-11,93.7606835,32,0,9,11,0,29,4,14,15,231.5326,2.75,11,0.8525
1137,1.5,103,1e-06,90.573,24,0,5,14,3,11,24,15,8,196.966569,2.54,2,1.07
180,29.57,46,0.05,43.079,0,0,5,5,1,21,48,17,7,107.8682,1.93,0,1.086666666666667
213,28.41,45,5.688726688070381e-07,8.936171,0,0,5,5,0,45,48,3,9,107.8682,1.93,0,1.086666666666667
1528,143.67,6,1.424180389452951e-06,73.453766,0,0,5,2,0,41,24,17,20,632.5663,2.586144578313253,4,0.3
2962,10.9,91,0.175,106.44,26,0,5,2,1,4,24,17,7,231.5326,2.75,11,0.8525
2927,10.0,91,0.175,98.267,36,0,5,2,1,4,3,17,7,231.5326,2.75,11,0.8525
1353,25.0,6,0.0125,7.7748,0,0,5,2,1,17,4,7,7,196.966569,2.54,2,1.07
4082,38.0,29,1.091240621311237e-08,90.0,0,1,5,0,0,26,24,6,14,79.8658,2.806666666666667,19,0.8516666666666667
352,28.41,45,3.555454180043988e-08,62.12766,0,0,5,5,0,45,48,3,9,107.8682,1.93,0,1.086666666666667
419,14.3,99,0.000625,88.333,0,0,5,10,1,2,24,5,0,107.8682,1.93,0,1.086666666666667
749,39.7,30,0.05,91.803,0,1,5,2,1,14,24,17,7,101.9612772,2.708,1,0.675
1192,28.18,6,0.0196966569,94.34299,9,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
3217,14.0,97,7.633750982421941e-06,29.875519,0,0,5,3,0,32,48,15,12,70.937445,2.495,13,0.6483333333333333
2151,239.0,30,1.46424195801364e-11,84.26966,0,1,5,0,0,38,12,17,20,79.5454,2.67,10,0.82
3717,386.9,83,2.421053515461709e-12,113.478264,6,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
104,29.57,47,0.02,15.308,0,0,5,2,1,7,72,5,0,107.8682,1.93,0,1.086666666666667
4912,141.0,92,0.01,92.356,0,0,11,3,1,10,6,17,7,81.4084,2.545,20,0.88
4587,60.0,90,0.00814084,0.03533673,0,0,5,2,0,31,48,16,20,81.4084,2.545,20,0.88
831,40.0,3,0.05,106.44,8,0,5,2,1,17,48,7,7,196.966569,2.54,2,1.07
2417,145.8,87,7.053159795596625e-11,95.4700856,32,0,9,11,0,29,1,14,15,231.5326,2.75,11,0.8525
4386,124.9,5,2.458521360223581e-12,100.0,0,0,5,2,0,45,6,18,21,79.8658,2.806666666666667,19,0.8516666666666667
2576,957.0,30,1.59880642016515e-13,86.889961,0,1,5,0,0,38,24,14,15,231.5326,2.75,11,0.8525
2704,12.0,47,0.000324375429369,106.33531,3,0,5,2,0,34,6,3,9,231.5326,2.75,11,0.8525
2694,145.8,87,5.651570349035755e-10,62.261574,32,0,9,11,0,29,120,15,22,231.5326,2.75,11,0.8525
737,39.7,30,0.02,94.719,0,1,5,2,1,14,12,17,7,101.9612772,2.708,1,0.675
4748,18.76,8,0.08,29.268,0,0,9,7,1,4,24,7,7,81.4084,2.545,20,0.88
4608,112.0,22,1.310276996161598e-09,81.052635,0,0,5,2,0,35,24,14,15,81.4084,2.545,20,0.88
2808,10.0,94,0.025,91.466,27,0,5,2,1,18,48,16,7,231.5326,2.75,11,0.8525
1162,50.0,75,0.001,96.701,0,0,5,3,1,21,72,17,7,196.966569,2.54,2,1.07
304,100.0,61,3.26424677868189e-10,51.096775,0,0,5,2,0,35,48,9,9,107.8682,1.93,0,1.086666666666667
3664,437.0,83,4.308158377060175e-10,93.91304,25,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
341,40.0,61,2.550192795845227e-09,99.09677,0,0,5,2,0,35,48,9,9,107.8682,1.93,0,1.086666666666667
1529,143.67,6,1.068135292089713e-05,0.098288834,0,0,5,2,0,41,24,17,20,632.5663,2.586144578313253,4,0.3
2859,10.0,88,0.003125,100.86,27,0,9,11,1,1,48,16,7,231.5326,2.75,11,0.8525
2968,10.0,91,0.025,102.54,36,0,5,2,1,4,3,19,5,231.5326,2.75,11,0.8525
600,29.57,47,0.25,22.222,0,0,5,2,1,7,48,19,5,107.8682,1.93,0,1.086666666666667
1651,155.0,6,2.426644801585297e-06,81.46789,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
3811,59.72,6,0.1,49.886,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
10,28.41,47,2.84436334403519e-08,9.355932,0,0,5,2,0,34,48,17,20,107.8682,1.93,0,1.086666666666667
1411,20.0,70,1.044902e-05,91.0124,27,0,5,3,0,30,24,17,20,208.9804,2.02,3,1.035
1965,30.0,87,9.786087107460696e-24,81.84143,0,0,9,11,0,29,96,15,12,58.933195,1.88,8,0.7683333333333334
526,50.0,32,0.025,96.164,10,0,5,3,1,21,24,16,7,107.8682,1.93,0,1.086666666666667
2808,10.0,94,0.025,91.466,27,0,5,2,1,18,48,16,7,231.5326,2.75,11,0.8525
4483,20.0,18,0.407042,55.32121,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
2787,18.4,94,1.124729878072519e-06,80.80808,27,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
613,50.0,6,0.05,70.324,10,0,5,2,1,17,48,16,7,107.8682,1.93,0,1.086666666666667
1240,40.0,95,1.515575282342455e-08,25.242424,31,0,9,0,0,28,24,2,16,196.966569,2.54,2,1.07
2091,88.5,6,3.760076999485918e-09,103.354034,0,0,5,2,0,41,3,18,21,143.0914,2.413333333333334,10,0.82
405,47.3,33,0.0005,99.551,8,0,5,2,1,17,48,5,0,107.8682,1.93,0,1.086666666666667
2984,7.5,73,0.02,93.0,16,1,5,10,1,2,24,7,7,231.5326,2.75,11,0.8525
220,28.41,45,1.422181672017595e-07,22.553192,0,0,5,5,0,45,48,3,9,107.8682,1.93,0,1.086666666666667
2535,20.0,47,1.157663e-05,88.039215,5,0,5,2,0,34,24,15,12,231.5326,2.75,11,0.8525
3097,10.0,91,0.01,108.02,36,0,5,2,1,4,24,19,5,231.5326,2.75,11,0.8525
1578,360.0,52,1.037592995676194e-07,97.9476,0,0,9,7,0,29,24,17,20,1526.45392,2.564830917874396,4,0.3
1592,360.0,52,1.037592995676194e-07,78.034935,0,0,9,7,0,29,24,17,20,1526.45392,2.564830917874396,4,0.3
770,239.0,30,1.199293001297284e-10,92.134834,0,1,5,0,0,38,24,17,20,101.9612772,2.708,1,0.675
2073,88.5,6,1.091147106858293e-11,96.397514,0,0,5,2,0,41,3,18,21,143.0914,2.413333333333334,10,0.82
3294,13.5,47,2.93078455103354e-07,97.297295,33,0,5,2,0,34,24,10,16,195.084,2.28,16,0.805
261,28.41,47,8.533090032105572e-08,50.833332,0,0,5,2,0,34,24,3,9,107.8682,1.93,0,1.086666666666667
3014,8.0,47,0.002,80.31,7,0,5,2,1,7,72,17,7,231.5326,2.75,11,0.8525
1517,143.67,6,1.068135292089713e-05,1.4274966,0,0,5,2,0,41,24,14,15,632.5663,2.586144578313253,4,0.3
3476,4.0,50,0.1,91.951,33,0,5,3,1,17,48,12,4,195.084,2.28,16,0.805
3437,4.0,50,0.4,41.951,33,0,5,3,1,17,72,12,4,195.084,2.28,16,0.805
2649,145.8,87,5.651570349035755e-10,75.62442,32,0,9,11,0,29,72,15,22,231.5326,2.75,11,0.8525
4483,20.0,18,0.407042,55.32121,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
2913,10.9,91,0.01,97.788,26,0,5,2,1,4,3,17,7,231.5326,2.75,11,0.8525
22,28.41,45,5.688726688070381e-07,3.1893687,0,0,5,5,0,45,48,17,20,107.8682,1.93,0,1.086666666666667
1668,40.0,55,0.03,17.29,0,0,5,6,1,4,36,17,7,1526.45392,2.564830917874396,4,0.3
654,39.94,16,0.001,109.29,8,1,5,3,4,21,24,16,7,107.8682,1.93,0,1.086666666666667
2605,957.0,30,1.59880642016515e-12,89.88764,0,1,5,0,0,38,24,17,20,231.5326,2.75,11,0.8525
4854,100.0,91,0.015,100.0,0,0,5,2,1,4,24,19,5,81.4084,2.545,20,0.88
3802,199.89,6,0.05,50.569,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
1072,21.0,21,3.840352009390952e-07,85.811966,8,0,5,2,0,42,72,18,21,196.966569,2.54,2,1.07
2517,13.5,90,2.315326e-05,82.371574,0,0,5,2,0,31,48,16,20,231.5326,2.75,11,0.8525
366,100.0,61,8.160616946704726e-11,111.48387,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
471,21.8,48,0.7111000000000001,87.606,0,0,5,2,1,16,24,17,7,107.8682,1.93,0,1.086666666666667
1145,20.0,21,8.083068172493095e-08,99.77143,21,0,5,2,0,42,24,18,21,196.966569,2.54,2,1.07
1137,1.5,103,1e-06,90.573,24,0,5,14,3,11,24,15,8,196.966569,2.54,2,1.07
1541,93.13,6,7.84306342109357e-06,11.919122,0,0,5,2,0,41,24,17,20,632.5663,2.586144578313253,4,0.3
2174,239.0,30,2.928483916027279e-13,44.36371,0,1,5,0,0,38,12,14,15,79.5454,2.67,10,0.82
3872,120.0,64,0.05,96.138,5,0,5,2,1,6,96,17,7,60.0843,2.926666666666666,18,0.54
3529,12.5,50,0.05,48.086,18,0,5,3,1,17,48,12,4,195.084,2.28,16,0.805
3865,280.0,88,0.005,98.982,0,0,9,11,1,1,48,15,1,60.0843,2.926666666666666,18,0.54
2621,8.5,83,0.03472989,95.45,48,0,12,4,0,25,48,15,12,231.5326,2.75,11,0.8525
2154,239.0,30,2.928483916027279e-11,12.40403000000001,0,1,5,0,0,38,12,14,15,79.5454,2.67,10,0.82
2978,28.33,110,0.1,76.371,0,1,9,3,1,21,24,17,7,231.5326,2.75,11,0.8525
1812,11.7,83,2.612319e-07,26.817928,41,0,12,4,0,25,17,6,14,261.2319,2.597272727272728,4,0.3
2539,45.0,109,3.844449533263248e-07,128.6427,27,0,5,3,0,37,31,17,20,231.5326,2.75,11,0.8525
2250,46.3,30,1e-05,99.672,0,1,5,2,1,14,24,17,7,79.5454,2.67,10,0.82
2270,28.0,48,0.05,13.651,0,0,5,2,1,16,48,17,7,79.5454,2.67,10,0.82
3064,10.9,91,0.1,105.69,26,0,5,2,1,4,24,19,5,231.5326,2.75,11,0.8525
3581,10.0,88,1.0,25.525,0,0,9,11,1,1,24,25,7,60.0843,2.926666666666666,18,0.54
1238,40.0,95,1.515575282342455e-08,5.090909,29,0,9,0,0,28,72,2,16,196.966569,2.54,2,1.07
2787,18.4,94,1.124729878072519e-06,80.80808,27,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
3470,44.3,33,0.0005,100.48,8,0,5,2,1,17,48,5,0,195.084,2.28,16,0.805
318,100.0,61,8.160616946704726e-11,91.354836,0,0,5,2,0,35,48,9,9,107.8682,1.93,0,1.086666666666667
4452,30.0,44,0.0125,79.964,0,1,5,0,3,24,24,7,7,79.8658,2.806666666666667,19,0.8516666666666667
2966,10.0,91,0.01,99.543,36,0,5,2,1,4,3,19,5,231.5326,2.75,11,0.8525
2733,12.0,48,0.0001621877146845,79.64488,3,0,5,2,0,40,6,3,9,231.5326,2.75,11,0.8525
4838,71.0,49,0.2,55.81,0,1,2,2,1,16,48,17,7,81.4084,2.545,20,0.88
369,10.0,61,3.264246778681891e-08,110.451614,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
2346,170.0,102,2.28178604498181e-08,100.481926,16,0,8,2,0,39,24,17,20,231.5326,2.75,11,0.8525
3712,375.4,83,4.240702011600233e-11,103.85965,34,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
1000,20.0,48,0.0025,101.01,0,0,5,2,1,16,72,17,7,196.966569,2.54,2,1.07
304,100.0,61,3.26424677868189e-10,51.096775,0,0,5,2,0,35,48,9,9,107.8682,1.93,0,1.086666666666667
4082,38.0,29,1.091240621311237e-08,90.0,0,1,5,0,0,26,24,6,14,79.8658,2.806666666666667,19,0.8516666666666667
472,21.8,48,1.067,85.07,0,0,5,2,1,16,24,17,7,107.8682,1.93,0,1.086666666666667
2633,30.0,73,5.190006869905383e-07,93.42282,16,1,5,10,0,29,72,17,20,231.5326,2.75,11,0.8525
3460,70.0,44,0.0005,98.192,8,1,5,0,3,24,24,7,7,195.084,2.28,16,0.805
3141,28.33,108,0.001,52.119,0,1,5,3,1,23,48,17,7,231.5326,2.75,11,0.8525
4307,20.0,20,7.484819421573773e-07,61.351913,0,0,13,2,0,42,24,17,20,79.8658,2.806666666666667,19,0.8516666666666667
1163,30.0,75,0.025,5.4569,0,0,5,3,1,21,72,17,7,196.966569,2.54,2,1.07
4075,50.0,5,0.008,91.672,0,0,5,2,1,21,6,19,5,79.8658,2.806666666666667,19,0.8516666666666667
3668,437.0,83,2.688290827285549e-11,114.13043,25,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
2275,22.83,48,0.05,27.935,0,0,5,2,1,16,24,17,7,79.5454,2.67,10,0.82
4951,10.0,31,0.15,51.1,0,0,5,2,1,8,24,17,7,123.2228,2.736666666666667,21,0.86
2318,361.4,87,9.277207573987139e-12,86.60592,28,0,9,11,0,29,72,9,9,231.5326,2.75,11,0.8525
3907,21.8,44,0.015,63.958,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
1988,17.0,44,4.2743890725559e-09,92.85068,0,1,5,0,2,48,24,13,15,58.933195,1.88,8,0.7683333333333334
1786,5.4,40,0.00013061595,56.960785,1,0,5,0,2,45,24,16,20,261.2319,2.597272727272728,4,0.3
598,29.57,47,0.04,40.741,0,0,5,2,1,7,72,19,5,107.8682,1.93,0,1.086666666666667
3177,639.0,30,6.842072924306959e-12,70.786514,0,1,5,0,0,38,24,17,20,40.3044,2.375,12,0.86
101,29.57,46,1.0,9.4868,0,0,5,5,1,21,72,17,7,107.8682,1.93,0,1.086666666666667
4437,100.0,44,0.0125,93.141,0,1,5,0,3,24,24,7,7,79.8658,2.806666666666667,19,0.8516666666666667
1591,360.0,59,1.037592995676194e-07,94.04658,0,0,9,3,0,27,24,17,20,1526.45392,2.564830917874396,4,0.3
1839,175.0,57,1.486208533209665e-08,94.60315,0,0,5,2,2,40,48,17,20,502.311426,2.658636363636364,5,1.14
4897,141.0,92,0.001,96.1,0,0,11,3,1,10,9,17,7,81.4084,2.545,20,0.88
4262,47.83,60,5.226049789310685e-09,100.0,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
4519,165.0,5,8.195875402680562e-13,97.6419,0,0,5,2,0,45,3,18,21,81.4084,2.545,20,0.88
4571,60.0,90,8.140840000000001e-06,92.226105,0,0,5,2,0,31,48,16,20,81.4084,2.545,20,0.88
3208,639.0,30,1.368414584861392e-14,97.75281,0,1,5,0,0,38,24,17,20,40.3044,2.375,12,0.86
3226,24.0,40,6.061056914284088e-08,2.8,30,0,0,0,0,45,72,2,16,70.937445,2.495,13,0.6483333333333333
2501,361.4,87,7.421766059189711e-11,43.75,28,0,9,11,0,29,120,15,22,231.5326,2.75,11,0.8525
3183,39.2,30,1e-06,97.03,0,1,5,2,1,14,12,17,7,40.3044,2.375,12,0.86
334,60.0,61,3.778063401252187e-10,87.741936,0,0,5,2,0,35,48,9,9,107.8682,1.93,0,1.086666666666667
912,61.46,16,0.0002,46.853,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
3618,369.0,6,1.07336673543553e-10,123.63636,0,0,5,2,0,41,24,22,16,60.0843,2.926666666666666,18,0.54
3584,19.1,99,0.15,30.225,0,0,5,10,1,2,24,17,7,60.0843,2.926666666666666,18,0.54
3803,199.89,6,0.01,66.287,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
1434,20.0,47,1.044902e-05,22.370241,25,0,5,2,0,34,72,15,12,208.9804,2.02,3,1.035
3631,375.4,83,3.397998406730956e-10,102.45614,34,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
228,28.41,45,1.137745337614076e-06,5.5319147,0,0,5,5,0,45,48,3,9,107.8682,1.93,0,1.086666666666667
914,61.46,16,0.002,75.524,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
1234,40.0,95,1.515575282342455e-08,98.0,30,0,9,0,0,28,72,2,16,196.966569,2.54,2,1.07
3149,39.2,30,0.02,82.295,0,1,5,2,1,14,24,17,7,40.3044,2.375,12,0.86
4163,25.0,7,0.04,103.32,0,0,5,2,1,22,6,16,7,79.8658,2.806666666666667,19,0.8516666666666667
2236,28.0,49,0.025,89.333,0,1,2,2,1,16,48,17,7,79.5454,2.67,10,0.82
4611,165.0,5,8.195875402680561e-12,97.424614,0,0,5,2,0,45,24,18,21,81.4084,2.545,20,0.88
1580,240.0,52,3.501876360407153e-07,41.411938,0,0,9,7,0,29,24,17,20,1526.45392,2.564830917874396,4,0.3
3409,13.5,65,5.861569102067081e-07,49.93789,19,0,5,2,0,33,48,10,16,195.084,2.28,16,0.805
2394,145.8,90,2.825785174517878e-10,65.93220500000001,32,0,5,2,0,31,24,14,15,231.5326,2.75,11,0.8525
275,7.5,48,1.546019559649414e-07,37.873005,0,0,5,2,0,40,28,3,9,107.8682,1.93,0,1.086666666666667
1736,15.0,59,0.08,83.686,16,0,9,3,1,9,24,15,1,840.749,2.55,4,0.3
3210,639.0,30,6.84207292430696e-13,87.64045,0,1,5,0,0,38,24,17,20,40.3044,2.375,12,0.86
641,50.0,32,0.0125,82.262,11,0,5,3,1,21,72,16,7,107.8682,1.93,0,1.086666666666667
3730,13.0,87,3.272923920223464e-05,3.1170294,0,0,9,11,0,29,24,14,15,60.0843,2.926666666666666,18,0.54
2134,52.51,6,1.380640139209588e-08,48.16514,0,0,5,2,0,41,24,17,20,79.5454,2.67,10,0.82
2641,145.8,90,2.825785174517878e-10,19.618906,32,0,5,2,0,31,168,15,22,231.5326,2.75,11,0.8525
4103,5.0,91,0.05,136.91,0,0,5,2,1,4,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
2279,22.83,48,0.002,83.404,0,0,5,2,1,16,24,17,7,79.5454,2.67,10,0.82
1275,28.18,74,0.0196966569,99.95546,9,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
107,29.57,47,0.06,59.23,0,0,5,2,1,7,24,17,7,107.8682,1.93,0,1.086666666666667
2163,239.0,30,5.856967832054559e-11,15.730337,0,1,5,0,0,38,24,17,20,79.5454,2.67,10,0.82
308,36.4,56,9.137188863135807e-10,84.47542,0,1,5,2,0,45,24,16,20,107.8682,1.93,0,1.086666666666667
427,29.57,46,0.2,14.31,0,0,5,5,1,21,48,5,0,107.8682,1.93,0,1.086666666666667
4621,165.0,5,8.19587540268056e-14,96.14458,0,0,5,2,0,45,6,17,20,81.4084,2.545,20,0.88
756,28.0,20,0.05,93.08,0,0,4,2,1,18,24,19,5,101.9612772,2.708,1,0.675
4346,50.0,87,3.592713322355411e-09,21.148672,0,0,9,11,0,29,24,14,15,79.8658,2.806666666666667,19,0.8516666666666667
2644,145.8,90,7.053159795596625e-11,42.340473,32,0,5,2,0,31,120,15,22,231.5326,2.75,11,0.8525
2283,3.0,34,0.0956109999999999,52.92621,0,0,5,2,2,39,48,23,20,95.61099999999999,2.24,10,0.82
2414,361.4,90,3.710883029594856e-11,162.86815,28,0,5,2,0,31,72,16,20,231.5326,2.75,11,0.8525
3847,19.4,6,0.256,79.62,0,0,5,2,1,17,24,7,7,60.0843,2.926666666666666,18,0.54
4522,165.0,5,8.19587540268056e-11,9.397591,0,0,5,2,0,45,48,17,20,81.4084,2.545,20,0.88
3030,18.0,67,0.1,80.0,27,0,3,2,1,15,24,17,7,231.5326,2.75,11,0.8525
2340,326.5,94,2.013038793822099e-10,88.110214,50,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
4682,67.0,6,7.65072847916516e-10,99.804306,0,0,5,2,0,41,48,23,20,81.4084,2.545,20,0.88
396,20.0,23,0.5,-3.7801,0,1,5,3,3,11,48,7,7,107.8682,1.93,0,1.086666666666667
2730,12.0,26,4.054692867113581e-05,99.99025,3,0,12,2,0,43,6,3,9,231.5326,2.75,11,0.8525
1814,5.3,83,2.612319e-07,88.168106,42,0,12,4,0,25,12,6,14,261.2319,2.597272727272728,4,0.3
186,20.0,22,0.025,4.2105,4,0,5,2,1,8,48,11,0,107.8682,1.93,0,1.086666666666667
210,28.41,45,2.84436334403519e-07,14.468085,0,0,5,5,0,45,48,3,9,107.8682,1.93,0,1.086666666666667
4888,141.0,92,0.05,27.613,0,0,11,3,1,10,12,17,7,81.4084,2.545,20,0.88
3420,24.6,35,0.06,86.0,0,0,5,2,3,15,48,16,7,195.084,2.28,16,0.805
2657,145.8,87,7.053159795596625e-11,98.2479,32,0,9,11,0,29,24,15,22,231.5326,2.75,11,0.8525
4119,115.0,22,1.574844885282227e-09,89.268295,17,0,5,2,0,35,24,17,20,79.8658,2.806666666666667,19,0.8516666666666667
1657,40.0,55,0.02,54.0,0,0,5,6,1,4,12,17,7,1526.45392,2.564830917874396,4,0.3
