Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Molecular weight (g mol-1)
13204,COc1cc(OC)cc(-c2nnc(-c3ccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc3)o2)c1,CCO,319.0,389.0,4.638512535538184,0.338,2.657465454158743,486.48268
13205,COc1cc(OC)cc(-c2nnc(-c3ccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc3)o2)c1,ClCCl,321.0,383.0,12.39231463250208,0.491,1.523638006573136,486.48268
13206,COc1cc(OC)cc(-c2nnc(-c3ccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc3)o2)c1,C1CCOC1,320.0,381.0,13.031591767248724,0.528,1.1415957193353974,486.48268
13207,COc1cc(OC)cc(-c2nnc(-c3ccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc3)o2)c1,C1CCCCC1,320.0,371.0,12.726428866472952,0.4,5.034089379737084,486.48268
13208,COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CS(C)=O,292.0,428.0,11.770052985066144,0.066,1.3357019360566007,486.48268
13209,COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CC#N,288.0,396.0,2.13915867936359,0.057,2.8915106890578577,486.48268
13210,COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CCO,288.0,391.0,2.792786002650561,0.265,4.243848256386049,486.48268
13211,COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,ClCCl,290.0,374.0,5.540254271070259,0.501,3.3795337923906357,486.48268
13212,COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,C1CCOC1,290.0,373.0,5.5206092541270175,0.49,5.186187859475836,486.48268
13213,COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,C1CCCCC1,290.0,350.0,2.5447237699188676,0.176,4.881091318585079,486.48268
13214,COc1cc(OC)cc(-c2nnc(-c3cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CS(C)=O,300.0,475.0,7.13384843874379,0.103,5.9891718916919245,690.6672
13215,COc1cc(OC)cc(-c2nnc(-c3cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CC#N,301.0,447.0,1.4638218731190324,0.119,6.451117071589938,690.6672
13216,COc1cc(OC)cc(-c2nnc(-c3cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CCO,300.0,385.0,8.053763295629627,90.8 %,5.932443847315829,690.6672
13217,COc1cc(OC)cc(-c2nnc(-c3cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,ClCCl,300.0,402.0,6.4459568423465265,0.339,5.088754017257051,690.6672
13218,COc1cc(OC)cc(-c2nnc(-c3cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,C1CCOC1,299.0,402.0,12.285187298494346,0.31,2.6964889226966386,690.6672
13219,COc1cc(OC)cc(-c2nnc(-c3cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,C1CCCCC1,300.0,342.0,11.576087112040401,32.1 %,5.138053121895022,690.6672
13220,O=c1oc2ccccc2cc1-c1ccc(-c2ccc(-c3cc4ccccc4oc3=O)cc2)cc1,ClCCl,341.0,430.0,9.47,0.49,5.06069784,442.46892
13221,CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccccc6oc5=O)cc4)cc3)c(=O)oc2c1,ClCCl,409.0,478.0,9.88,0.59,5.190331698,513.59138
13222,CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(N(CC)CC)cc6oc5=O)cc4)cc3)c(=O)oc2c1,ClCCl,417.0,484.0,10.09,0.75,5.342422681,584.71384
13223,COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,Cc1ccccc1,484.0,555.0,2.96,0.95,4.727541257,395.2118
13224,COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,ClCCl,499.0,631.0,2.71,0.62,4.746634199,395.2118
13225,COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,ClC(Cl)Cl,494.0,596.0,3.54,0.99,4.769377326,395.2118
13226,COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,C1CCOC1,486.0,618.0,2.68,0.52,4.782472624,395.2118
13227,COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,CC(C)=O,492.0,660.0,0.72,0.12,4.762678564,395.2118
13228,COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,CC#N,496.0,681.0,0.42,0.01,4.613841822,395.2118
13229,COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,CS(C)=O,512.0,698.0,0.54,0.007,4.737192643,395.2118
13230,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,Cc1ccccc1,489.0,573.0,3.57,4729.3 %,4.809559715,365.18592
13231,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,ClCCl,504.0,650.0,1.04,0.13,4.875061263,365.18592
13232,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,ClC(Cl)Cl,500.0,613.0,3.09,0.9,4.892094603,365.18592
13233,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,C1CCOC1,492.0,643.0,1.94,0.1,4.857332496,365.18592
13234,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,CC(C)=O,498.0,682.0,0.46,0.01,4.862727528,365.18592
13235,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,CC#N,503.0,406.0,0.24,0.007,4.835056102,365.18592
13236,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,CS(C)=O,520.0,422.0,0.45,0.005,4.838849091,365.18592
13237,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,Cc1ccccc1,519.0,582.0,2.07,0.62,4.767155866,390.19598
13238,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,ClCCl,539.0,638.0,2.58,0.87,4.875061263,390.19598
13239,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,ClC(Cl)Cl,532.0,623.0,2.52,0.94,4.982271233,390.19598
13240,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,C1CCOC1,525.0,627.0,2.35,0.56,4.809559715,390.19598
13241,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,CC(C)=O,533.0,663.0,0.79,0.18,4.77815125,390.19598
13242,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,CC#N,539.0,687.0,0.44,0.007,4.744292983,390.19598
13243,CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,CS(C)=O,559.0,700.0,0.59,0.007,4.788875116,390.19598
13244,CC1=CC(c2ccc3cc(N(C)C)ccc3c2)=[O+][B-](F)(F)O1,Cc1ccccc1,455.0,521.0,4.08,0.93,4.707570176,303.11504
13245,CC1=CC(c2ccc3cc(N(C)C)ccc3c2)=[O+][B-](F)(F)O1,ClCCl,469.0,574.0,3.69,0.99,4.741939078,303.11504
13246,CC1=CC(c2ccc3cc(N(C)C)ccc3c2)=[O+][B-](F)(F)O1,ClC(Cl)Cl,466.0,552.0,3.46,0.97,4.77815125,303.11504
13247,CC1=CC(c2ccc3cc(N(C)C)ccc3c2)=[O+][B-](F)(F)O1,C1CCOC1,456.0,566.0,3.56,0.91,4.753583059,303.11504
13248,CC1=CC(c2ccc3cc(N(C)C)ccc3c2)=[O+][B-](F)(F)O1,CC(C)=O,460.0,492.0,2.72,0.53,4.748962861,303.11504
13249,CC1=CC(c2ccc3cc(N(C)C)ccc3c2)=[O+][B-](F)(F)O1,CC#N,465.0,611.0,1.02,0.14,4.737192643,303.11504
13250,CC1=CC(c2ccc3cc(N(C)C)ccc3c2)=[O+][B-](F)(F)O1,CS(C)=O,477.0,624.0,1.47,0.22,4.620136055, 
13251,COc1ccc(/C=C/c2cc[n+]3ccc(/C=C/c4ccc(OC)cc4)cc3c2)cc1,CO,444.0,540.0,4.357947210464934,34.3 %,3.5912230632506397,394.49256
13252,COc1ccc(/C=C/c2ccc(/C=C/c3cc[n+]4ccc(/C=C/c5ccc(/C=C/c6ccc(OC)cc6)cc5)cc4c3)cc2)cc1,CO,463.0,620.0,11.6991561587313,0.6 %,4.361418336566361,598.76384
13253,C(=C/c1c[nH]c2ccccc12)\c1cc[n+]2ccc(/C=C/c3c[nH]c4ccccc34)cc2c1,CO,489.0,584.0,11.167535130170924,70.6 %,4.128056852746212,412.51468
13254,C(=C/c1c[nH]cn1)\c1cc[n+]2ccc(/C=C/c3c[nH]cn3)cc2c1,CO,430.0,527.0,9.71673886992574,41.8 %,2.623372794279109,314.37104
13255,C(=C/c1cc[n+]2ccc(/C=C/c3cc[nH]c3)cc2c1)\c1cc[nH]c1,CO,457.0,542.0,9.448952769246782,64.1 %,3.2747120173312236,312.39492
13256,C(=C/c1cc[n+]2ccc(/C=C/c3ccsc3)cc2c1)\c1ccsc1,CO,432.0,529.0,9.046846466757591,21.4 %,4.727164004398329,346.49704
13257,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,Cc1ccccc1,493.0,576.0,0.84,0.013,4.7355989,562.6712
13258,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,ClCCl,518.0,581.0,2.88,0.037,4.82672252,562.6712
13259,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CCOC(C)=O,507.0,599.0,1.31,0.018,4.84260924,562.6712
13260,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CC(C)=O,516.0,621.0,0.59,0.007,4.823474229,562.6712
13261,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CN(C)C=O,528.0,636.0,0.33,0.004,4.829303773,562.6712
13262,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CS(C)=O,536.0,643.0,0.33,0.005,4.851869601,562.6712
13263,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,Cc1ccccc1,508.0,619.0,1.95,0.098,4.667452953,623.15414
13264,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,ClCCl,526.0,641.0,1.56,0.018,4.662757832,623.15414
13265,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CCOC(C)=O,504.0,657.0,2.42,0.028,4.653212514,623.15414
13266,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CC(C)=O,504.0,712.0,1.51,0.015,4.618048097,623.15414
13267,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CN(C)C=O,532.0,737.0,0.21,0.002,4.544068044,623.15414
13268,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CS(C)=O,542.0,746.0,0.18,0.003,4.596597096,623.15414
13269,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,Cc1ccccc1,510.0,571.0,1.15,0.041,4.498310554,512.61132
13270,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,ClCCl,522.0,604.0,3.32,0.146,4.58546073,512.61132
13271,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,CCOC(C)=O,500.0,590.0,3.49,0.125,4.544068044,512.61132
13272,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,CC(C)=O,514.0,614.0,4.49,0.174,4.602059991,512.61132
13273,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,CN(C)C=O,528.0,629.0,4.81,0.194,4.556302501,512.61132
13274,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,CS(C)=O,534.0,638.0,4.66,0.185,4.531478917,512.61132
13275,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,Cc1ccccc1,508.0,606.0,1.39,0.091,4.667452953,573.09426
13276,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,ClCCl,526.0,664.0,1.82,0.096,4.667452953,573.09426
13277,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,CCOC(C)=O,508.0,654.0,1.14,0.052,4.607455023,573.09426
13278,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,CC(C)=O,518.0,704.0,0.47,0.019,4.596597096,573.09426
13279,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,CN(C)C=O,532.0,732.0,0.86,0.042,4.58546073,573.09426
13280,CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,CS(C)=O,538.0,743.0,0.36,0.018,4.602059991,573.09426
13281,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CS(C)=O,459.0,861.6600472068275,1.2678665841642922,98.1 %,4.62,315.37498
13282,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CC#N,432.0,429.34323232224165,6.095297292865607,64.4 %,4.53,315.37498
13283,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CN(C)C=O,452.0,740.9543296929534,8.755928523707594,14.6 %,4.61,315.37498
13284,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CO,443.0,1018.5779568952534,11.391709888783364,27.7 %,4.55,315.37498
13285,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,ClCCl,432.0,367.77663397146097,8.776426341910057,20.5 %,4.46,315.37498
13286,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,C1CCOC1,438.0,484.75159929734104,4.4301380260324965,66.0 %,4.6,315.37498
13287,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CC(=O)O,544.0,1048.7364985777429,10.937568219980788,69.3 %,4.8,315.37498
13288,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,ClC(Cl)Cl,427.0,417.44543536285755,2.7688468427733315,5.6 %,4.2,315.37498
13289,CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,Cc1ccccc1,429.0,975.7539966072833,6.7387193608262494,62.0 %,4.7,315.37498
13290,C#CCOc1ccc(-c2cc(-c3ccccc3)c3n2[B-](F)(F)[N+]2=C(c4ccc(OCCCS(=O)(=O)[O-])cc4)C=C(c4ccccc4)C2=N3)cc1,O,690.0,720.0,1.7626680715395833,0.15,4.838849091,688.53726
13291,O=S(=O)([O-])CCCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OCc6cn([C@H]7[C@H](O)[C@H](O)[C@@H](CO)O[C@H]7O)nn6)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,O,688.0,722.0,6.319335843249156,0.14,4.838849091,893.7066
13292,O=S(=O)([O-])CCCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OCc6cn([C@@H]7O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]7O)nn6)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,O,689.0,722.0,1.2914209318369991,0.15,4.812913357,893.7066
13293,CC(C)(C)OC(=O)NCCn1cc(COc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)[N+]3=C(c5ccc(OCCCS(=O)(=O)[O-])cc5)C=C(c5ccccc5)C3=N4)cc2)nn1,O,692.0,721.0,7.612078921333129,0.15,4.812913357,874.75142
13294,CC(C)(C)OC(=O)N[C@@H](CCn1cc(COc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)[N+]3=C(c5ccc(OCCCS(=O)(=O)[O-])cc5)C=C(c5ccccc5)C3=N4)cc2)nn1)C(=O)O,O,688.0,722.0,2.693384284921815,0.15,4.819543936,932.7873
13295,c1ccc2nc3c(nc2c1)[nH]c1ccccc13,CCCCCCC,1047.1503552123363,896.7502847062706,0.8,0.02,5.089997896853855,219.24646
13296,c1ccc2nc3c(nc2c1)[nH]c1ccccc13,C1COCCO1,648.5967795938909,926.6545536648583,3.0,0.04,4.593296597187847,219.24646
13297,c1ccc2nc3c(nc2c1)[nH]c1ccccc13,CC#N,891.2897623531201,811.8636145535174,6.4,0.05,1.4162198316818988,219.24646
13298,c1ccc2nc3c(nc2c1)[nH]c1ccccc13,CCO,519.2799269172205,464.63705705639484,1.4,0.01,5.809612082952607,219.24646
13299,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3nnc(-c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)o3)cc21,Cc1ccccc1,352.0,409.0,1.7,0.88,4.582063363,812.19486
13300,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3nnc(-c4cccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)c4)o3)cc21,Cc1ccccc1,345.0,419.0,7.651408,0.13,4.549003262,812.19486
13301,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3nnc(-c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)o3)cc21,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3nnc(-c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)o3)cc21,652.7072220754941,415.0,11.265969911140338,0.45,6.029093392065129,812.19486
13302,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3nnc(-c4cccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)c4)o3)cc21,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3nnc(-c4cccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)c4)o3)cc21,289.55414539332077,409.0,4.726508238059768,0.11,2.1640880581187414,812.19486
13303,O=c1c2ccccc2nc2ccccn12,ClCCl,354.0,442.0,13.241631326663654,0.96,5.190331698,196.20852
13304,O=c1c2cc(C#Cc3ccccc3)ccc2nc2ccc(C#Cc3ccccc3)cn12,ClCCl,381.0,478.0,2.3169200049904517,0.41,5.29666519,396.44804
13305,COc1ccc(C#Cc2ccc3nc4ccc(C#Cc5ccc(OC)cc5)cn4c(=O)c3c2)cc1,ClCCl,385.0,486.0,9.048529855495655,0.52,5.348304863,456.4998
13306,O=c1c2cc(C#Cc3ccc(Cl)cc3)ccc2nc2ccc(C#Cc3ccc(Cl)cc3)cn12,ClCCl,382.0,478.0,12.286786258285776,0.33,5.271841607,465.33816
13307,Cc1ccc(C#Cc2ccc3nc4ccc(C#Cc5ccc(C)cc5)cn4c(=O)c3c2)cc1,ClCCl,385.0,480.0,9.191990119608237,0.43,5.318063335,424.5018
13308,CCCc1ccc(C#Cc2ccc3nc4ccc(C#Cc5ccc(CCC)cc5)cn4c(=O)c3c2)cc1,ClCCl,384.0,480.0,2.2148746207981374,0.45,5.324282455,480.60932
13309,CCCCc1ccc(C#Cc2ccc3nc4ccc(C#Cc5ccc(CCCC)cc5)cn4c(=O)c3c2)cc1,ClCCl,383.0,481.0,6.294625623101771,0.48,5.33243846,508.66308
13310,CC[N+]1=C(/C=C/c2c(C)nn3c(-c4ccc(OC)cc4)ccnc23)C(C)(C)c2ccccc21,ClCCl,484.0,535.0,12.631160570228682,0.13,4.803907565,437.56526
13311,CC[N+]1=C(/C=C/c2c(C)nn3c(-c4ccc(OC)cc4)ccnc23)C(C)(C)c2ccccc21,CCO,478.0,534.0,13.510608251408339,0.37,4.749736316,437.56526
13312,CC[N+]1=C(/C=C/c2c(C)nn3c(-c4ccc(OC)cc4)ccnc23)C(C)(C)c2ccccc21,O,464.0,525.0,7.009944051662819,0.42,4.617000341,437.56526
13313,COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccccc6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccccc4)=C3)ccc2c1,ClC(Cl)Cl,706.0,733.0,5.6270128321047,0.33,4.949390007,657.5262
13314,COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccccc6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccccc4)=C3Br)ccc2c1,ClC(Cl)Cl,695.0,728.0,11.897837935040206,0.12,4.913813852,736.42226
13315,COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,ClC(Cl)Cl,688.0,715.0,7.360838163992203,0.36,4.929418926,557.40644
13316,COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)c(Br)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2Br)cc1,ClC(Cl)Cl,679.0,714.0,3.1039367556050497,0.1,4.875061263,715.19856
13317,O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)Cc1ccccc1-2,ClC(Cl)Cl,375.0,421.0,8.37812102902528,0.19,4.505149978,415.44374
13318,O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)Cc1ccccc1-2,CO,370.0,444.0,7.591905832131206,0.2,4.558708571,415.44374
13319,O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)Cc1ccccc1-2,O,358.0,467.0,5.411965112488626,0.19,4.413299764,415.44374
13320,O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)C(=O)c1ccccc1-2,ClC(Cl)Cl,345.0,536.0,13.36051862192737,0.0089,4.431363764,429.42686
13321,O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)C(=O)c1ccccc1-2,CO,341.0,550.0,13.734312773726007,0.00091,4.431363764,429.42686
13322,O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)C(=O)c1ccccc1-2,O,342.0,545.0,2.693981404146196,0.0019,4.301029996,429.42686
13323,O=C1O/C(=C\c2ccccc2)c2ccccc21,CC#N,335.0,579.4464019397669,11.846623057786946,1.5 %,4.278753601,222.2424
13324,COc1ccc(/C=C2\OC(=O)c3ccccc32)cc1,CC#N,336.0,446.0,12.15760592252457,0.004,4.579783597,252.26828
13325,O=C1O/C(=C\c2cccs2)c2ccccc21,CC#N,355.0,438.0,11.035055882483231,0.003,4.414973348,228.27052
13326,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1CCCCC1,343.0,392.0,12.015326957614732,50.0 %,1.1578538414089843,227.30598
13327,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,Cc1ccccc1,349.0,416.0,13.541567645101383,34.4 %,5.149128783607806,227.30598
13328,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,Clc1ccccc1,354.0,425.0,13.880603556096222,95.0 %,4.618505255026365,227.30598
13329,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCOC(C)=O,352.0,430.0,5.568522849145623,47.6 %,1.3859683431743728,227.30598
13330,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,ClCCl,358.0,440.0,3.9035959941815532,20.9 %,6.464747475388474,227.30598
13331,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCC(C)=O,367.0,443.0,9.207281794763052,11.3 %,3.955126658257249,227.30598
13332,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CC#N,368.0,456.0,7.030250101882489,58.3 %,2.3671291931438607,227.30598
13333,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CS(C)=O,369.0,464.0,6.467147975386687,44.7 %,3.03164815266168,227.30598
13334,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CC(C)O,367.0,480.0,7.056987967719366,70.6 %,6.056312177751734,227.30598
13335,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCO,369.0,494.0,8.445860422805133,71.1 %,3.5794014105118284,227.30598
13336,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,C1CCCCC1,347.0,407.0,7.282229953034389,14.9 %,2.8751766135290806,239.31698
