,Diameter (nm),Cell_type,Concentration (g/L),toxicity,Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
500,50.0,5,8e-05,99.883,0,0,5,2,1,21,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
501,40.0,55,0.025,52.452,0,0,5,6,1,4,12,17,7,1526.45392,2.564830917874396,4,0.3
502,50.0,32,0.025,96.164,10,0,5,3,1,21,24,16,7,107.8682,1.93,0,1.086666666666667
503,18.0,105,0.005,72.49,0,0,5,13,4,3,24,17,7,196.966569,2.54,2,1.07
504,170.0,67,1.140893022490905e-07,22.608696,16,0,1,2,0,39,24,17,20,231.5326,2.75,11,0.8525
505,145.8,90,5.651570349035755e-10,22.661545,32,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
506,98.4,6,1.036676400118902e-05,19.125683,0,0,5,2,0,41,24,18,21,632.5663,2.586144578313253,4,0.3
507,10.0,94,0.003125,70.872,32,0,5,2,1,18,48,16,7,231.5326,2.75,11,0.8525
508,165.0,5,8.195875402680562e-13,88.19277,0,0,5,2,0,45,48,17,20,81.4084,2.545,20,0.88
509,150.0,25,1.433523841177574e-09,86.71679,0,1,5,3,0,45,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
510,20.3,59,0.05,105.86,0,0,9,3,1,9,24,17,7,172.1148,2.666666666666667,7,1.08
511,420.7,7,9.650171332427764e-11,118.38606,0,0,5,2,0,46,6,16,20,79.8658,2.806666666666667,19,0.8516666666666667
512,12.0,19,0.0001621877146845,97.954834,3,0,9,2,0,33,6,3,9,231.5326,2.75,11,0.8525
513,145.8,87,2.825785174517878e-10,125.0,32,0,9,11,0,29,72,16,20,231.5326,2.75,11,0.8525
514,45.3,30,0.01,75.0,0,1,5,2,1,14,12,17,7,81.4084,2.545,20,0.88
515,115.0,44,1.5021075e-08,90.688255,0,1,5,0,2,48,48,4,9,60.0843,2.926666666666666,18,0.54
516,160.5,7,2.172388338752741e-09,111.2,0,0,5,2,0,46,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
517,15.0,59,0.04,89.58,16,0,9,3,1,9,24,19,5,840.749,2.55,4,0.3
518,38.0,44,1.091240621311237e-08,94.90909,0,1,5,0,2,48,24,10,16,79.8658,2.806666666666667,19,0.8516666666666667
519,34.64,110,0.0001,74.348,0,1,9,3,1,21,48,17,7,720.642,2.55,4,0.3
520,46.3,30,1e-06,95.738,0,1,5,2,1,14,24,17,7,79.5454,2.67,10,0.82
521,28.18,74,0.0098483284499999,100.75724,9,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
522,239.0,30,5.996465006486421e-12,37.112904,0,1,5,0,0,38,12,14,15,101.9612772,2.708,1,0.675
523,45.3,30,1e-05,97.368,0,1,5,2,1,14,12,17,7,81.4084,2.545,20,0.88
524,30.0,53,0.02,83.042,0,0,9,7,1,1,24,16,7,107.8682,1.93,0,1.086666666666667
525,45.3,44,0.03,97.403,14,1,5,0,3,24,24,7,7,231.5326,2.75,11,0.8525
526,39.7,30,0.02,91.803,0,1,5,2,1,14,24,17,7,101.9612772,2.708,1,0.675
527,30.0,75,0.025,6.599,0,0,5,3,1,21,24,17,7,196.966569,2.54,2,1.07
528,437.0,83,1.344145413642775e-11,94.03509,25,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
529,50.0,6,0.05,68.031,8,0,5,2,1,17,24,16,7,107.8682,1.93,0,1.086666666666667
530,28.41,47,8.533090032105572e-08,2.0833333,0,0,5,2,0,34,72,3,9,107.8682,1.93,0,1.086666666666667
531,100.0,23,0.05,63.39,0,1,5,3,3,11,48,7,7,107.8682,1.93,0,1.086666666666667
532,28.0,20,0.025,99.308,0,0,4,2,1,18,24,19,5,101.9612772,2.708,1,0.675
533,14.0,87,1.174880797590493e-06,27.747828,0,0,9,11,0,29,24,23,20,81.4084,2.545,20,0.88
534,437.0,83,6.720727068213873e-12,108.91304,25,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
535,81.8,22,0.1,15.837,0,0,5,2,1,8,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
536,25.0,6,0.01,95.161,0,0,5,2,1,17,6,17,7,79.8658,2.806666666666667,19,0.8516666666666667
537,215.0,70,0.0025,23.223,0,0,5,3,1,3,24,17,7,196.966569,2.54,2,1.07
538,13.5,47,5.861569102067081e-07,86.12613,33,0,5,2,0,34,24,10,16,195.084,2.28,16,0.805
539,11.7,83,2.612319e-07,49.003983,41,0,12,4,0,25,16,17,20,261.2319,2.597272727272728,4,0.3
540,50.0,87,7.185426644710822e-09,115.23663,0,0,9,11,0,29,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
541,12.0,101,0.0001621877146845,95.038155,3,0,9,2,0,33,6,3,9,231.5326,2.75,11,0.8525
542,639.0,30,1.368414584861392e-13,96.62921,0,1,5,0,0,38,12,17,20,40.3044,2.375,12,0.86
543,90.0,75,0.015,71.199,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
544,13.5,50,5.861569102067081e-07,94.19583,33,0,5,3,0,41,24,10,16,195.084,2.28,16,0.805
545,30.29,15,0.01,77.543,16,0,12,3,1,5,24,17,7,720.642,2.55,4,0.3
546,31.4,44,0.005,97.292,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
547,13.5,65,1.172313820413416e-06,24.596273,19,0,5,2,0,33,72,10,16,195.084,2.28,16,0.805
548,7.5,48,1.546019559649414e-07,13.17073000000001,0,0,5,2,0,40,28,14,15,107.8682,1.93,0,1.086666666666667
549,34.64,108,0.0001,74.644,0,1,5,3,1,23,6,17,7,720.642,2.55,4,0.3
550,957.0,30,1.59880642016515e-13,86.889961,0,1,5,0,0,38,24,14,15,231.5326,2.75,11,0.8525
551,25.0,6,0.0125,7.7748,0,0,5,2,1,17,4,7,7,196.966569,2.54,2,1.07
552,50.0,5,0.0008,88.338,0,0,5,2,1,21,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
553,260.0,59,2.754320596624288e-07,71.39738,22,0,9,3,0,27,24,17,20,1526.45392,2.564830917874396,4,0.3
554,28.41,45,3.555454180043988e-08,55.31915,0,0,5,5,0,45,72,3,9,107.8682,1.93,0,1.086666666666667
555,60.0,90,8.14084e-08,98.67841,0,0,5,2,0,31,48,15,12,81.4084,2.545,20,0.88
556,46.8,30,0.005,91.148,0,1,5,2,1,14,24,17,7,231.5326,2.75,11,0.8525
557,21.8,44,0.015,63.958,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
558,100.0,46,0.1,9.5064,0,0,5,5,1,21,24,7,7,60.0843,2.926666666666666,18,0.54
559,10.0,47,2.184960455785773e-05,92.14286,0,0,5,2,0,34,24,1,16,107.8682,1.93,0,1.086666666666667
560,75.0,62,0.25,90.261,0,1,5,6,1,2,3,15,8,81.4084,2.545,20,0.88
561,21.06,76,0.5,34.146,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
562,239.0,30,2.99823250324321e-10,26.58145,0,1,5,0,0,38,24,14,15,101.9612772,2.708,1,0.675
563,75.0,62,0.25,106.05,0,1,5,6,1,2,3,17,7,81.4084,2.545,20,0.88
564,639.0,30,1.368414584861392e-15,98.8764,0,1,5,0,0,38,12,17,20,40.3044,2.375,12,0.86
565,4.0,100,0.1,66.806,0,0,5,2,1,5,2,17,7,12.0107,2.55,4,0.3
566,12.0,65,0.0001621877146845,105.678314,3,0,5,2,0,33,6,3,9,231.5326,2.75,11,0.8525
567,6.0,22,0.00109717398,90.697075,0,0,5,2,0,35,24,17,20,261.2319,2.597272727272728,4,0.3
568,639.0,30,2.736829169722784e-12,93.25843,0,1,5,0,0,38,12,17,20,40.3044,2.375,12,0.86
569,165.0,5,8.19587540268056e-14,100.52232,0,0,5,2,0,45,3,18,21,81.4084,2.545,20,0.88
570,50.0,6,0.05,67.352,10,0,5,2,1,17,72,16,7,107.8682,1.93,0,1.086666666666667
571,29.57,47,0.2,0.0,0,0,5,2,1,7,72,5,0,107.8682,1.93,0,1.086666666666667
572,30.0,6,0.03,56.42,0,0,5,2,1,17,24,7,7,79.5454,2.67,10,0.82
573,56.0,40,3.409629838544904e-08,85.1831,46,0,5,0,2,45,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
574,37.0,93,2.612319e-06,98.956367,27,0,5,2,0,33,24,15,12,261.2319,2.597272727272728,4,0.3
575,6.3,0,0.0025,88.834,0,0,5,9,1,3,24,17,7,196.966569,2.54,2,1.07
576,30.0,6,0.01,89.52,0,0,5,2,1,17,24,7,7,81.4084,2.545,20,0.88
577,165.0,5,8.195875402680561e-12,86.02409,0,0,5,2,0,45,48,17,20,81.4084,2.545,20,0.88
578,20.0,48,0.0025,101.01,0,0,5,2,1,16,72,17,7,196.966569,2.54,2,1.07
579,170.0,87,9.140833814256589e-11,113.228096,0,0,9,11,0,29,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
580,14.0,6,2.553392592701264e-05,81.47948,0,0,5,2,0,41,96,15,12,231.5326,2.75,11,0.8525
581,21.0,7,0.15,110.77,0,0,5,2,1,22,24,16,7,79.8658,2.806666666666667,19,0.8516666666666667
582,13.0,10,0.006,71.227,8,0,9,3,3,11,24,23,7,196.966569,2.54,2,1.07
583,88.5,6,1.054284720475233e-09,96.397514,0,0,5,2,0,41,24,17,20,143.0914,2.413333333333334,10,0.82
584,21.2,74,0.0590899706999999,105.56793,33,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
585,50.0,87,2.874170657884329e-08,142.5758,0,0,9,11,0,29,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
586,10.0,88,0.025,101.2,27,0,9,11,1,1,48,16,7,231.5326,2.75,11,0.8525
587,5.2,33,0.01,100.0,8,0,5,2,1,17,48,5,0,196.966569,2.54,2,1.07
588,28.41,47,1.422181672017595e-07,16.271187,0,0,5,2,0,34,24,17,20,107.8682,1.93,0,1.086666666666667
589,100.33,48,0.5,55.862,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
590,28.41,45,1.137745337614076e-06,3.8297873,0,0,5,5,0,45,72,3,9,107.8682,1.93,0,1.086666666666667
591,14.0,97,2.553392592701264e-05,93.21722,0,0,5,3,0,32,96,15,12,231.5326,2.75,11,0.8525
592,25.0,42,0.1,114.95,0,0,5,2,1,9,24,19,5,172.1148,2.666666666666667,7,1.08
593,10.9,91,0.1,105.69,26,0,5,2,1,4,24,19,5,231.5326,2.75,11,0.8525
594,26.0,48,4.531832531674185e-06,69.78607,0,0,5,2,0,40,24,17,20,502.311426,2.658636363636364,5,1.14
595,18.0,67,0.5,30.043,27,0,3,2,1,15,24,17,7,231.5326,2.75,11,0.8525
596,88.5,6,1.168783423773078e-07,94.409935,0,0,5,2,0,41,3,18,21,143.0914,2.413333333333334,10,0.82
597,50.0,87,7.185426644710821e-10,96.41419,0,0,9,11,0,29,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
598,18.0,0,0.005,54.094,0,0,5,9,1,3,24,17,7,196.966569,2.54,2,1.07
599,11.69,60,2.290926342833312e-05,30.9417,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
600,29.57,47,0.02,15.308,0,0,5,2,1,7,72,5,0,107.8682,1.93,0,1.086666666666667
601,28.41,47,3.555454180043988e-07,43.311256,0,0,5,2,0,34,24,18,21,107.8682,1.93,0,1.086666666666667
602,33.0,90,7.95454e-05,97.65237,0,0,5,2,0,31,48,15,12,79.5454,2.67,10,0.82
603,59.72,76,0.1,49.512,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
604,19.1,99,0.15,30.225,0,0,5,10,1,2,24,17,7,60.0843,2.926666666666666,18,0.54
605,6.3,105,0.0012,99.424,0,0,5,13,4,3,24,19,5,196.966569,2.54,2,1.07
606,50.0,6,0.1,59.126,11,0,5,2,1,17,72,16,7,107.8682,1.93,0,1.086666666666667
607,50.0,32,0.025,75.064,11,0,5,3,1,21,72,16,7,107.8682,1.93,0,1.086666666666667
608,25.0,6,0.1,84.34,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
609,24.6,35,0.06,89.148,0,0,5,2,3,15,24,19,5,195.084,2.28,16,0.805
610,215.0,105,0.0012,77.41,0,0,5,13,4,3,24,19,5,196.966569,2.54,2,1.07
611,8.0,6,0.002,90.426,7,0,5,2,1,17,48,17,7,231.5326,2.75,11,0.8525
612,375.4,83,3.397998406730956e-10,72.391304,34,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
613,639.0,30,8.819107226073392e-13,75.09376,0,1,5,0,0,38,12,14,15,81.4084,2.545,20,0.88
614,165.0,5,8.195875402680561e-12,90.36144,0,0,5,2,0,45,6,17,20,81.4084,2.545,20,0.88
615,25.0,6,0.05,96.935,0,0,5,2,1,17,6,17,7,79.8658,2.806666666666667,19,0.8516666666666667
616,25.0,7,0.06,108.95,0,0,5,2,1,22,24,16,7,79.8658,2.806666666666667,19,0.8516666666666667
617,200.0,11,1.280398948507251e-09,97.52577,0,0,5,2,0,41,24,15,22,240.797185,2.771428571428571,8,0.7683333333333334
618,29.57,46,0.8,6.7241,0,0,5,5,1,21,24,5,0,107.8682,1.93,0,1.086666666666667
619,361.4,90,1.855441514797428e-11,28.81801,28,0,5,2,0,31,72,14,15,231.5326,2.75,11,0.8525
620,88.5,85,3.699868811506005e-07,74.07407,0,0,5,7,0,29,12,18,21,143.0914,2.413333333333334,10,0.82
621,12.0,2,0.8,32.17,0,0,9,3,3,11,24,17,7,40.3044,2.375,12,0.86
622,71.0,48,0.1,11.587,0,0,5,2,1,16,48,17,7,81.4084,2.545,20,0.88
623,45.0,48,8.740904096209105e-07,12.242525,0,0,5,2,0,40,72,17,20,502.311426,2.658636363636364,5,1.14
624,639.0,30,1.368414584861392e-13,32.59596999999999,0,1,5,0,0,38,24,14,15,40.3044,2.375,12,0.86
625,239.0,30,5.996465006486421e-15,43.65,0,1,5,0,0,38,24,14,15,101.9612772,2.708,1,0.675
626,50.0,75,0.01,80.457,0,0,5,3,1,21,24,17,7,196.966569,2.54,2,1.07
627,4.0,100,0.02,98.956,0,0,5,2,1,5,2,17,7,12.0107,2.55,4,0.3
628,28.41,45,1.137745337614076e-06,35.570034,0,0,5,5,0,45,24,18,21,107.8682,1.93,0,1.086666666666667
629,71.0,48,0.01,88.254,0,0,5,2,1,16,48,17,7,81.4084,2.545,20,0.88
630,35.0,87,7.948502224812706e-21,82.35294,0,0,9,11,0,29,96,15,12,47.867,1.54,19,0.8516666666666667
631,18.0,105,0.0025,75.88,0,0,5,13,4,3,24,17,7,196.966569,2.54,2,1.07
632,14.3,99,0.0025,88.611,0,0,5,10,1,2,24,5,0,107.8682,1.93,0,1.086666666666667
633,639.0,30,1.763821445214679e-14,95.709979,0,1,5,0,0,38,12,14,15,81.4084,2.545,20,0.88
634,240.0,52,3.501876360407152e-07,85.19651,0,0,9,7,0,29,24,17,20,1526.45392,2.564830917874396,4,0.3
635,28.33,110,0.05,85.654,0,1,9,3,1,21,24,17,7,231.5326,2.75,11,0.8525
636,24.0,6,0.05,91.517,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
637,88.5,6,1.091147106858293e-08,20.869566,0,0,5,2,0,41,24,18,21,143.0914,2.413333333333334,10,0.82
638,60.0,44,1.5021075e-07,103.870964,0,1,5,0,2,48,96,4,9,60.0843,2.926666666666666,18,0.54
639,47.83,51,5.226049789310685e-09,94.618834,0,0,5,14,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
640,124.9,5,2.458521360223581e-11,87.85714,0,0,5,2,0,45,24,18,21,79.8658,2.806666666666667,19,0.8516666666666667
641,38.0,44,1.091240621311237e-09,99.818184,0,1,5,0,2,48,24,13,15,79.8658,2.806666666666667,19,0.8516666666666667
642,20.0,47,1.044902e-05,45.772118,27,0,5,2,0,34,96,15,12,208.9804,2.02,3,1.035
643,46.8,30,0.1,97.039,0,1,5,2,1,14,12,17,7,231.5326,2.75,11,0.8525
644,239.0,30,5.99646500648642e-13,43.594357,0,1,5,0,0,38,24,14,15,101.9612772,2.708,1,0.675
645,250.0,38,0.03125,73.852,2,1,5,3,1,13,24,17,7,63.546,1.9,10,0.82
646,28.41,47,1.422181672017595e-07,28.609272,0,0,5,2,0,34,48,18,21,107.8682,1.93,0,1.086666666666667
647,88.5,6,1.091147106858293e-11,95.403725,0,0,5,2,0,41,24,18,21,143.0914,2.413333333333334,10,0.82
648,239.0,30,2.928483916027279e-11,65.16854,0,1,5,0,0,38,12,17,20,79.5454,2.67,10,0.82
649,28.0,20,0.05,67.684,0,0,4,2,1,18,24,17,7,101.9612772,2.708,1,0.675
650,145.8,87,1.412892587258939e-10,115.32258,32,0,9,11,0,29,72,9,9,231.5326,2.75,11,0.8525
651,199.89,48,0.01,68.856,0,0,5,2,1,16,24,17,7,60.0843,2.926666666666666,18,0.54
652,150.0,25,3.480086993528853e-10,92.73183,0,1,5,3,0,45,4,16,20,79.8658,2.806666666666667,19,0.8516666666666667
653,6.0,47,0.0005,75.294,0,0,5,2,1,7,72,17,7,231.5326,2.75,11,0.8525
654,18.4,94,1.124729878072519e-06,80.80808,27,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
655,56.0,40,3.409629838544904e-08,103.00654,46,0,5,0,2,45,3,1,16,79.8658,2.806666666666667,19,0.8516666666666667
656,12.0,98,0.000324375429369,98.01674,3,0,9,2,0,33,6,3,9,231.5326,2.75,11,0.8525
657,28.41,45,2.84436334403519e-07,28.729641,0,0,5,5,0,45,48,18,21,107.8682,1.93,0,1.086666666666667
658,15.0,5,0.05,76.933,0,0,5,2,1,21,72,17,7,60.0843,2.926666666666666,18,0.54
659,12.0,19,8.109385734227162e-05,98.81082,3,0,9,2,0,33,6,3,9,231.5326,2.75,11,0.8525
660,10.0,91,0.075,97.525,36,0,5,2,1,4,3,17,7,231.5326,2.75,11,0.8525
661,361.4,87,9.277207573987139e-12,61.93182,28,0,9,11,0,29,168,15,22,231.5326,2.75,11,0.8525
662,17.0,56,0.00135,102.89,33,1,5,2,1,21,24,16,7,107.8682,1.93,0,1.086666666666667
663,30.0,87,8.634155399995486e-20,82.09718,0,0,9,11,0,29,96,15,12,51.9961,1.66,9,0.94
664,30.0,94,0.1,66.605,27,0,5,2,1,18,48,16,7,231.5326,2.75,11,0.8525
665,20.0,78,0.001,98.967,33,0,12,7,1,17,24,23,7,107.8682,1.93,0,1.086666666666667
666,145.8,87,1.130314069807151e-09,63.3877,32,0,9,11,0,29,120,15,22,231.5326,2.75,11,0.8525
667,52.0,6,0.005,95.017,0,0,5,2,1,17,24,17,7,81.4084,2.545,20,0.88
668,361.4,87,1.855441514797428e-11,75.59442,28,0,9,11,0,29,72,9,9,231.5326,2.75,11,0.8525
669,94.5,99,0.04,36.957,0,0,5,10,1,2,24,17,7,81.4084,2.545,20,0.88
670,5.4,95,1.3061595e-05,29.69697,47,0,9,0,0,28,24,16,20,261.2319,2.597272727272728,4,0.3
671,10.0,6,0.05,100.97,8,0,5,2,1,17,72,7,7,196.966569,2.54,2,1.07
672,10.0,91,0.15,106.78,36,0,5,2,1,4,3,19,5,231.5326,2.75,11,0.8525
673,35.0,87,7.948502224812706e-23,79.53964,0,0,9,11,0,29,96,15,12,47.867,1.54,19,0.8516666666666667
674,88.5,85,1.091147106858293e-07,79.15344,0,0,5,7,0,29,11,18,21,143.0914,2.413333333333334,10,0.82
675,67.0,6,7.65072847916516e-10,101.682976,0,0,5,2,0,41,48,23,20,81.4084,2.545,20,0.88
676,60.0,61,3.778063401252187e-10,107.354836,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
677,60.0,28,8.14084e-08,110.36489,0,0,5,2,0,32,48,16,20,81.4084,2.545,20,0.88
678,361.4,90,4.631182020934381e-12,61.01695,28,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
679,6.0,35,0.0005,87.052,0,0,5,2,3,15,48,17,7,231.5326,2.75,11,0.8525
680,15.0,59,0.04,89.023,16,0,9,3,1,9,24,15,1,840.749,2.55,4,0.3
681,14.0,87,3.930729146901029e-08,111.00218,0,0,9,11,0,29,24,23,20,60.0843,2.926666666666666,18,0.54
682,88.5,85,1.091147106858293e-08,17.777779,0,0,5,7,0,29,24,18,21,143.0914,2.413333333333334,10,0.82
683,165.0,5,8.195875402680561e-12,91.084335,0,0,5,2,0,45,3,17,20,81.4084,2.545,20,0.88
684,6.0,6,0.002,94.681,0,0,5,2,1,17,24,17,7,231.5326,2.75,11,0.8525
685,28.33,108,0.05,55.007,0,1,5,3,1,23,24,17,7,231.5326,2.75,11,0.8525
686,30.09,106,0.0178,2.1195,0,1,5,14,1,4,48,19,5,79.5454,2.67,10,0.82
687,145.8,90,5.651570349035755e-10,14.238631,32,0,5,2,0,31,168,15,22,231.5326,2.75,11,0.8525
688,29.57,46,0.1,17.729,0,0,5,5,1,21,72,17,7,107.8682,1.93,0,1.086666666666667
689,40.0,22,3.595400077467423e-08,26.564205,51,0,5,2,0,35,48,9,9,81.4084,2.545,20,0.88
690,141.0,92,0.01,88.456,0,0,11,3,1,10,9,17,7,81.4084,2.545,20,0.88
691,46.3,30,0.1,12.787,0,1,5,2,1,14,24,17,7,79.5454,2.67,10,0.82
692,957.0,30,7.994032100825751e-13,86.861019,0,1,5,0,0,38,24,14,15,231.5326,2.75,11,0.8525
693,360.0,59,1.037592995676194e-07,67.17703,0,0,9,3,0,27,24,15,13,1526.45392,2.564830917874396,4,0.3
694,100.33,76,0.1,31.973,0,0,9,3,3,11,72,17,7,60.0843,2.926666666666666,18,0.54
695,141.0,92,0.025,15.736,0,0,11,3,1,10,24,17,7,81.4084,2.545,20,0.88
696,199.89,76,0.5,12.245,0,0,9,3,3,11,72,17,7,60.0843,2.926666666666666,18,0.54
697,20.0,22,2.876320061973939e-08,39.97198,51,0,5,2,0,35,48,9,9,81.4084,2.545,20,0.88
698,33.69,16,0.004,92.174,0,0,5,3,4,21,96,16,7,196.966569,2.54,2,1.07
699,165.0,5,8.19587540268056e-14,99.02918,0,0,5,2,0,45,6,18,21,81.4084,2.545,20,0.88
700,6.0,47,0.002,86.44,0,0,5,2,1,7,24,17,7,231.5326,2.75,11,0.8525
701,10.9,91,0.05,99.633,26,0,5,2,1,4,6,19,5,231.5326,2.75,11,0.8525
702,50.0,6,0.0125,75.064,11,0,5,2,1,17,72,16,7,107.8682,1.93,0,1.086666666666667
703,15.0,48,1.864117825268061e-07,114.350426,0,0,5,2,0,40,24,18,21,104.14912,2.375,4,0.3
704,13.5,47,5.861569102067081e-07,54.75,19,0,5,2,0,34,72,10,16,195.084,2.28,16,0.805
705,2.5,22,0.02612319,88.59375,0,0,5,2,0,35,24,17,20,261.2319,2.597272727272728,4,0.3
706,21.2,74,0.0984832844999999,100.489975,33,0,5,2,0,41,48,17,20,196.966569,2.54,2,1.07
707,28.41,47,8.533090032105572e-08,67.15232,0,0,5,2,0,34,24,18,21,107.8682,1.93,0,1.086666666666667
708,60.0,99,0.001,87.472,0,0,5,10,1,2,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
709,100.33,48,0.05,58.161,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
710,30.6,104,0.00125,93.8,0,0,5,2,3,0,24,19,5,79.8658,2.806666666666667,19,0.8516666666666667
711,239.0,30,2.99823250324321e-10,92.134834,0,1,5,0,0,38,24,17,20,101.9612772,2.708,1,0.675
712,361.4,90,4.631182020934381e-12,95.480225,28,0,5,2,0,31,24,15,22,231.5326,2.75,11,0.8525
713,13.5,50,1.172313820413416e-06,29.348589,19,0,5,3,0,41,72,10,16,195.084,2.28,16,0.805
714,67.0,6,7.650728479165161e-09,66.457924,0,0,5,2,0,41,48,23,20,81.4084,2.545,20,0.88
715,1.5,99,0.025,100.0,0,0,5,10,1,2,24,7,7,195.084,2.28,16,0.805
716,10.9,91,0.175,93.173,26,0,5,2,1,4,3,17,7,231.5326,2.75,11,0.8525
717,38.0,44,5.456203106556184e-08,97.09091,0,1,5,0,2,48,24,6,14,79.8658,2.806666666666667,19,0.8516666666666667
718,361.4,87,3.710883029594856e-11,93.116283,28,0,9,11,0,29,1,14,15,231.5326,2.75,11,0.8525
719,29.57,46,0.05,46.595,0,0,5,5,1,21,72,19,5,107.8682,1.93,0,1.086666666666667
720,47.83,51,2.090419915724274e-08,94.618834,0,0,5,14,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
721,16.0,87,4.071825426879895e-08,52.859447,0,0,9,11,0,29,24,14,15,81.4084,2.545,20,0.88
722,155.0,6,2.67382135042154e-06,80.0,0,0,5,2,0,41,4,18,21,1526.45392,2.564830917874396,4,0.3
723,10.9,91,0.005,96.881,26,0,5,2,1,4,24,19,5,231.5326,2.75,11,0.8525
724,143.67,6,5.340676460448567e-06,5.8215156,0,0,5,2,0,41,24,17,20,632.5663,2.586144578313253,4,0.3
725,50.0,41,9.956436072088187e-08,89.620255,0,1,5,11,0,29,24,17,20,502.311426,2.658636363636364,5,1.14
726,46.8,30,0.0001,98.355,0,1,5,2,1,14,12,17,7,231.5326,2.75,11,0.8525
727,60.0,25,6.341606925117909e-07,80.345116,0,1,5,3,0,45,4,16,20,81.4084,2.545,20,0.88
728,5.3,83,2.612319e-07,53.360455,42,0,12,4,0,25,17,6,14,261.2319,2.597272727272728,4,0.3
729,12.0,2,0.2,53.07,0,0,9,3,3,11,24,17,7,40.3044,2.375,12,0.86
730,360.0,59,1.037592995676194e-07,51.193596,0,0,9,3,0,27,24,17,20,1526.45392,2.564830917874396,4,0.3
731,274.1,73,3.402315585404809e-10,91.81465,49,1,5,10,0,29,24,14,15,231.5326,2.75,11,0.8525
732,59.72,6,0.01,96.583,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
733,16.7,92,0.0125,92.047,0,0,11,3,1,10,24,17,7,107.8682,1.93,0,1.086666666666667
734,75.0,63,2.727177540241956e-08,105.83732,0,1,5,6,0,29,3,17,20,81.4084,2.545,20,0.88
735,361.4,87,4.631182020934381e-12,88.05896,28,0,9,11,0,29,72,14,15,231.5326,2.75,11,0.8525
736,4.0,100,0.1,57.613,0,0,5,2,1,5,24,17,7,12.0107,2.55,4,0.3
737,5.0,44,0.0005,91.139,8,1,5,0,3,24,24,7,7,195.084,2.28,16,0.805
738,361.4,90,9.277207573987139e-12,64.40678,28,0,5,2,0,31,24,15,22,231.5326,2.75,11,0.8525
739,50.0,75,0.025,7.1066,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
740,21.0,71,0.1,93.819,0,1,9,7,1,19,24,23,7,12.0107,2.55,4,0.3
741,170.0,87,1.828166762851318e-10,19.69641,0,0,9,11,0,29,24,14,15,79.8658,2.806666666666667,19,0.8516666666666667
742,18.0,67,0.1,80.0,27,0,3,2,1,15,24,17,7,231.5326,2.75,11,0.8525
743,100.0,91,0.035,64.822,0,0,5,2,1,4,3,17,7,81.4084,2.545,20,0.88
744,60.0,28,8.140839999999999e-05,98.67841,0,0,5,2,0,32,48,15,12,81.4084,2.545,20,0.88
745,10.9,91,0.3,115.87,26,0,5,2,1,4,3,19,5,231.5326,2.75,11,0.8525
746,50.0,75,0.015,68.401,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
747,160.5,7,2.896517785003655e-10,135.2,0,0,5,2,0,46,6,16,20,79.8658,2.806666666666667,19,0.8516666666666667
748,27.17,74,0.0984832844999999,99.95546,9,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
