Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Molecular weight (g mol-1)
10061,222,854,351.0,433.0,2.880253680370691,63.1,4.814247596,458.73196
10062,223,854,353.0,434.0,5.5517290601220886,63.1,4.711807229,486.78572
10063,224,854,352.0,437.0,5.380798764203293,63.1,4.40654018,514.83948
10064,2057,854,353.0,432.0,3.139443125993605,63.1,4.803457116,486.78572
10065,1038,854,350.0,432.0,6.032986061836822,63.1,4.574031268,570.947
10066,220,854,365.0,441.0,4.902923420256692,63.1,4.851258349,626.88596
10067,4252,439,330.0,707.3449349421167,13.210486500429354,63.1,4.39846085,331.35122
10069,4252,517,331.0,473.2296177788503,3.6870953567170415,63.1,4.572174314,331.35122
10070,4252,610,333.0,595.1267495478342,8.64661573236,63.1,4.688775655,331.35122
10073,4252,70,334.0,728.7708518033045,13.531682391616114,63.1,4.393575203,331.35122
10075,2305,466,350.0,438.7215295787559,2.2162943015791057,63.1,4.114944416,351.40622
10076,2305,517,349.0,250.5199148809527,12.265291544573888,63.1,4.140508043,351.40622
10079,2305,56,342.0,625.0463136231817,11.71815898640658,63.1,4.464638559,351.40622
10080,2305,70,340.0,548.6832061880932,13.774183005405796,63.1,4.559786968,351.40622
10081,4253,439,350.0,309.99795655006955,11.47014780756351,63.1,4.302979937,337.37934
10082,4253,466,350.0,587.4755700887432,12.453621567759132,63.1,4.34752516,337.37934
10083,4253,517,351.0,370.3923728342773,3.527939945425751,63.1,4.591064607,337.37934
10084,4253,610,354.0,400.9518366237936,2.8110598559006865,63.1,4.574956776,337.37934
10087,4253,70,355.0,498.6313874600236,5.532247757908408,63.1,4.5289167,337.37934
10088,4254,439,363.0,409.4188613627248,11.7231039779565,63.1,4.16879202,330.34328
10090,4254,517,361.0,545.0403052124503,5.718854485542749,63.1,4.389166084,330.34328
10091,4254,610,359.0,349.92211945835504,6.454292682018614,63.1,4.433769834,330.34328
10092,4254,70,367.0,431.7031362823793,10.808383619340018,63.1,1.1594635328543117,330.34328
10095,2306,517,366.0,662.7597408251416,1.203202461183611,63.1,4.067070856,350.39828
10097,2306,70,371.0,435.49047524793673,12.307732048623588,63.1,4.307496038,350.39828
10098,4255,439,377.0,698.6278484738895,4.693553842834057,63.1,4.137354111,337.37934
10100,4255,517,375.0,673.9854591123706,10.0719106696841,63.1,4.4407517,337.37934
10102,4255,70,382.0,689.8857106848296,6.902949569132966,63.1,4.163161375,337.37934
10105,5397,566,668.0,677.0,5.57,63.1,5.4,718.99996
10106,608,566,658.0,671.0,5.84,63.1,5.0,633.74562
10107,6589,566,654.0,663.0,3.2,63.1,4.2,545.50104
10108,3380,70,510.0,585.0,4.303335595122768,63.1,4.572232464,385.42186
10109,3380,854,511.0,576.0,3.862973925300368,63.1,4.731588765,385.42186
10110,3380,56,497.0,560.0,2.2966188630374296,63.1,4.483087821,385.42186
10111,3380,566,529.0,594.0,9.385741424447133,63.1,4.610766595,385.42186
10112,3380,715,519.0,589.0,13.02876138316416,63.1,4.563184335,385.42186
10113,3380,529,506.0,570.0,13.988646084140411,63.1,4.529943402,385.42186
10114,3380,517,516.0,584.0,13.82090965354063,63.1,4.509740016,385.42186
10115,3380,610,509.0,584.0,4.338926697910919,63.1,4.411535532,385.42186
10116,3380,819,500.0,560.0,6.991101047208826,63.1,4.534850736,385.42186
10117,3381,70,506.0,596.0,9.150792668280385,63.1,4.441993463,401.48886
10118,3381,854,509.0,580.0,13.635315745359668,63.1,4.626853415,401.48886
10119,3381,56,498.0,570.0,7.393808692874623,63.1,4.587216913,401.48886
10120,3381,566,528.0,605.0,11.401950767677176,63.1,4.606650029,401.48886
10121,3381,715,525.0,613.0,12.032707797887278,63.1,4.547627045,401.48886
10122,3381,529,504.0,576.0,4.983116453056736,63.1,4.500332547,401.48886
10123,3381,517,511.0,594.0,9.88470399431467,63.1,4.485664652,401.48886
10124,3381,610,512.0,598.0,10.12135912012083,63.1,4.610766595,401.48886
10125,3381,819,501.0,567.0,10.428780060878482,63.1,4.500771464,401.48886
10126,3327,70,602.0,676.0,12.642788614564685,63.1,4.112336836,410.43192
10127,3327,854,611.0,666.0,7.531364149184741,63.1,4.247285703,410.43192
10128,3327,56,563.0,641.0,13.872772807685632,63.1,4.201615582,410.43192
10129,3327,566,594.0,528.0342767378075,4.765588803716191,63.1,4.034187121,410.43192
10130,3327,715,585.0,516.7389987614514,4.535158309493147,63.1,3.968809714,410.43192
10131,3327,529,573.0,658.0,12.833489566890112,63.1,4.287039928,410.43192
10132,3327,517,607.0,700.0,11.14859881352029,63.1,4.101334573,410.43192
10133,3327,610,599.0,695.0,4.956221970411366,63.1,4.02796086,410.43192
10134,3327,819,561.0,634.0,11.32178654137839,63.1,4.11657454,410.43192
10135,3328,70,597.0,679.0,1.7161267727394194,63.1,4.459995256,426.49892
10136,3328,854,611.0,666.0,10.900927983362656,63.1,4.451755742,426.49892
10137,3328,56,561.0,647.0,10.798359549316045,63.1,4.365001003,426.49892
10138,3328,566,525.0,558.299374619643,2.6687355888853674,63.1,4.439585301,426.49892
10139,3328,715,531.0,604.7534060815051,9.753120661800056,63.1,4.343743295,426.49892
10140,3328,529,568.0,664.0,11.74862849423507,63.1,4.342244979,426.49892
10141,3328,517,602.0,692.0,11.997503641638785,63.1,4.480667948,426.49892
10142,3328,610,591.0,701.0,10.108011340776814,63.1,4.442793226,426.49892
10143,3328,819,560.0,637.0,11.696712351349356,63.1,4.458713372,426.49892
10144,4550,51,426.0,488.0,7.490063300097864,63.1,3.601541447991376,430.53068
10145,4550,842,430.0,494.0,9.02619535000274,63.1,5.666950604633348,430.53068
10146,4550,854,424.0,496.0,11.872397157205183,63.1,2.47545383490597,430.53068
10147,4550,70,423.0,499.0,10.483218428320884,63.1,2.3518595096045454,430.53068
10148,4547,51,421.0,483.0,13.128747584970489,63.1,1.6090582619542708,414.46368
10149,4547,842,425.0,490.0,5.178211678592326,63.1,5.8014652933867605,414.46368
10150,4547,854,420.0,492.0,1.92636101592691,63.1,3.839919399499738,414.46368
10151,4547,70,418.0,495.0,8.549952753503819,63.1,3.7178233695468026,414.46368
10152,4549,51,436.0,490.0,4.625306781550562,63.1,3.038137873973364,737.9029
10153,4549,842,441.0,500.0,12.123052008317718,63.1,3.773190471406705,737.9029
10154,4549,854,438.0,502.0,10.039388777906932,63.1,1.569472459169645,737.9029
10155,4549,70,435.0,505.0,13.510186387898996,63.1,2.382189926261604,737.9029
10156,4546,51,431.0,487.0,9.301557931551873,63.1,6.5826482520201886,705.7689
10157,4546,842,436.0,494.0,4.0265070390548665,63.1,3.443090298690121,705.7689
10158,4546,854,431.0,496.0,4.357461681612971,63.1,2.7928757138350604,705.7689
10159,4546,70,431.0,502.0,11.588788062886508,63.1,1.5613137670721495,705.7689
10160,5351,70,260.0,353.0,0.9,63.1,4.301029996,186.25716
10161,2925,70,264.0,353.0,1.0,63.1,4.389166084,382.63348
10162,611,70,260.0,307.98369707311105,4.866766010479306,63.1,4.301029996,338.45268
10163,969,70,259.0,643.0983326407919,7.721710071509307,63.1,4.462397998,562.88276
10164,607,70,261.0,365.0,10.725299844470957,63.1,4.404833717,762.94724
10165,5357,70,317.0,372.0,0.05,63.1,4.62324929,212.29504
10166,174,70,324.0,426.0,6.197420593521743,63.1,4.62324929,364.49056
10167,5349,70,418.0,423.0,10.4,63.1,4.176091259,234.30116
10168,2866,70,418.0,424.0,9.5,63.1,4.139879086,486.785
10169,610,70,421.0,427.0,4.3,63.1,4.096910013,386.49668
10175,6027,842,283.0,325.0,6.77,63.1,3.675778342,185.22534
10177,6369,48,395.0,544.0,0.749,63.1,1.2089237088962046,219.98558
10178,6369,819,386.0,570.0,0.473,63.1,4.262844365938717,219.98558
10179,6369,56,379.0,581.0,0.252,63.1,4.943736975755446,219.98558
10180,6369,842,389.0,550.0,0.769,63.1,4.846606049387699,219.98558
10181,6369,531,379.0,563.0,0.422,63.1,3.669168953770373,219.98558
10182,6369,51,375.0,579.0,0.245,63.1,4.151122510268614,219.98558
10183,6369,854,382.0,563.0,0.558,63.1,5.626417587359866,219.98558
10184,6369,566,372.0,577.0,0.207,63.1,1.914840926200325,219.98558
10185,6369,70,368.0,578.0,0.273,63.1,1.570054796271782,219.98558
10186,6369,610,377.0,568.0,0.245,63.1,5.733574960293259,219.98558
10187,2106,48,500.5,516.0,0.34,63.1,4.838849091,282.10022
10188,2106,529,497.0,514.5,0.237,63.1,4.792391689,282.10022
10189,2106,70,496.5,514.5,0.196,63.1,4.785329835,282.10022
10190,2106,517,497.5,514.5,0.253,63.1,4.792391689,282.10022
10191,2106,610,496.0,513.5,0.197,63.1,4.785329835,282.10022
10192,2106,1141,493.0,509.5,0.323,63.1,4.748188027,282.10022
10193,2088,48,523.5,540.0,0.184,63.1,4.342422681,407.99228
10194,2088,529,517.0,543.0,0.082,63.1,4.278753601,407.99228
10195,2088,70,516.5,546.0,0.06,63.1,4.278753601,407.99228
10196,2088,517,518.0,547.0,0.07,63.1,4.255272505,407.99228
10197,2088,610,516.5,546.5,0.063,63.1,4.230448921,407.99228
10198,2088,1141,513.0,538.5,0.069,63.1,4.230448921,407.99228
10199,2087,48,548.5,567.5,0.117,63.1,4.633468456,533.88434
10200,2087,529,542.0,569.5,0.069,63.1,4.568201724,533.88434
10201,2087,70,542.0,573.0,0.057,63.1,4.531478917,533.88434
10202,2087,517,544.0,573.0,0.065,63.1,4.556302501,533.88434
10203,2087,610,542.0,572.0,0.057,63.1,4.544068044,533.88434
10204,2087,1141,539.0,567.5,0.072,63.1,4.531478917,533.88434
10205,2086,48,563.5,577.5,0.327,63.1,4.681241237,659.7764
10206,2086,529,556.5,578.5,0.207,63.1,4.531478917,659.7764
10207,2086,70,553.0,578.0,0.142,63.1,4.505149978,659.7764
10208,2086,517,559.0,582.0,0.196,63.1,4.556302501,659.7764
10209,2086,610,557.5,580.0,0.179,63.1,4.544068044,659.7764
10210,2086,1141,553.0,576.0,0.185,63.1,4.556302501,659.7764
10211,2085,48,581.0,593.0,0.678,63.1,5.064457989,785.66846
10212,2085,529,573.5,591.5,0.533,63.1,4.903089987,785.66846
10213,2085,70,571.0,591.0,0.469,63.1,4.851258349,785.66846
10214,2085,517,577.0,595.0,0.498,63.1,4.954242509,785.66846
10215,2085,610,574.5,593.5,0.477,63.1,4.929418926,785.66846
10216,2085,1141,569.0,588.0,0.503,63.1,4.924279286,785.66846
10217,2438,48,504.0,515.0,5.46,63.1,4.51851394,262.10998
10218,2438,529,496.0,512.5,5.57,63.1,4.397940009,262.10998
10219,2438,191,495.0,512.5,5.66,63.1,4.342422681,262.10998
10220,2438,517,497.0,513.5,5.73,63.1,4.397940009,262.10998
10221,2438,610,495.5,512.5,5.78,63.1,4.397940009,262.10998
10222,2438,1141,492.0,511.0,6.17,63.1,4.278753601,262.10998
10223,2437,48,517.5,532.0,0.56,63.1,4.662757832,388.00204
10224,2437,529,504.5,531.5,0.46,63.1,4.544068044,388.00204
10225,2437,191,502.5,532.5,0.41,63.1,4.505149978,388.00204
10226,2437,517,506.0,534.0,0.44,63.1,4.531478917,388.00204
10227,2437,610,503.5,533.5,0.42,63.1,4.51851394,388.00204
10228,2437,1141,499.5,530.5,0.42,63.1,4.431363764,388.00204
10229,2435,48,515.5,538.5,0.259,63.1,4.462397998,513.8941
10230,2435,529,506.0,533.0,0.16,63.1,4.342422681,513.8941
10231,2435,191,502.5,533.0,0.127,63.1,4.230448921,513.8941
10232,2435,517,505.5,534.0,0.125,63.1,4.342422681,513.8941
10233,2435,610,503.5,533.5,0.122,63.1,4.322219295,513.8941
10234,2435,1141,497.0,530.5,0.147,63.1,4.278753601,513.8941
10235,2436,48,532.0,546.0,1.021,63.1,4.991226076,513.8941
10236,2436,529,518.5,544.5,0.893,63.1,4.806179974,513.8941
10237,2436,191,515.5,544.5,0.82,63.1,4.763427994,513.8941
10238,2436,517,520.0,548.0,0.939,63.1,4.806179974,513.8941
10239,2436,610,518.0,546.0,0.882,63.1,4.785329835,513.8941
10240,2436,1141,511.5,542.5,0.779,63.1,4.681241237,513.8941
10241,2434,48,531.5,554.5,0.331,63.1,4.230448921,639.78616
10242,2434,529,521.0,552.0,0.241,63.1,4.079181246,639.78616
10243,2434,191,517.5,551.5,0.206,63.1,4.0,639.78616
10244,2434,517,522.0,554.0,0.221,63.1,4.079181246,639.78616
10245,2434,610,519.5,552.5,0.214,63.1,4.079181246,639.78616
10246,2434,1141,511.5,548.5,0.21,63.1,3.954242509,639.78616
10247,2462,48,512.5,517.5,5.24,63.1,4.462397998,248.0831
10248,2462,529,505.0,516.5,5.17,63.1,4.322219295,248.0831
10249,2462,191,503.5,516.0,5.17,63.1,4.278753601,248.0831
10250,2462,517,505.5,517.0,5.37,63.1,4.301029996,248.0831
10251,2462,610,504.5,516.5,5.3,63.1,4.278753601,248.0831
10252,2462,1141,494.5,515.5,5.43,63.1,4.176091259,248.0831
10253,2459,48,528.0,538.5,0.489,63.1,4.799340549,373.97516
10254,2459,529,513.0,540.5,0.362,63.1,4.62324929,373.97516
10255,2459,191,509.5,541.0,0.317,63.1,4.591064607,373.97516
10256,2459,517,514.0,543.0,0.349,63.1,4.62324929,373.97516
10257,2459,610,511.5,542.5,0.324,63.1,4.69019608,373.97516
10258,2459,1141,504.0,540.0,0.308,63.1,4.51851394,373.97516
10259,2448,48,527.5,537.0,0.212,63.1,4.748188027,499.86722
10260,2448,529,515.0,539.5,0.116,63.1,4.556302501,499.86722
10261,2448,191,509.0,544.0,0.097,63.1,4.531478917,499.86722
10262,2448,517,517.5,541.5,0.09,63.1,4.544068044,499.86722
10263,2448,610,513.0,541.5,0.087,63.1,4.544068044,499.86722
10264,2448,1141,501.0,538.0,0.11,63.1,4.477121255,499.86722
10265,2458,48,542.0,550.5,1.041,63.1,4.880813592,499.86722
10266,2458,529,528.0,551.5,0.836,63.1,4.73239376,499.86722
10267,2458,191,524.5,552.5,0.753,63.1,4.69019608,499.86722
10268,2458,517,529.0,555.0,0.943,63.1,4.72427587,499.86722
10269,2458,610,526.5,552.0,0.848,63.1,4.716003344,499.86722
10270,2458,1141,520.0,548.0,0.676,63.1,4.653212514,499.86722
10271,2447,48,543.5,551.5,0.358,63.1,4.838849091,625.75928
10272,2447,529,532.0,553.5,0.236,63.1,4.591064607,625.75928
10273,2447,191,528.0,553.0,0.198,63.1,4.612783857,625.75928
10274,2447,517,536.0,557.0,0.244,63.1,4.602059991,625.75928
10275,2447,610,531.5,554.0,0.22,63.1,4.591064607,625.75928
10276,2447,1141,523.0,550.5,0.18,63.1,4.491361694,625.75928
10277,3966,819,487.0,551.0,3.92,63.1,4.631068165,375.47374
10278,3966,51,488.0,577.0,5.2,63.1,4.630936119,375.47374
10279,3966,842,483.0,568.0,4.27,63.1,4.752893155,375.47374
10280,3966,529,497.0,573.0,4.98,63.1,4.728102062,375.47374
10281,3966,191,492.0,593.0,3.84,63.1,4.739002404,375.47374
10282,3966,70,494.0,598.0,2.25,63.1,4.733550337,375.47374
10283,3966,610,496.0,593.0,2.85,63.1,4.806573375,375.47374
10284,3966,566,505.0,606.0,3.31,63.1,4.638559138,375.47374
10285,5720,819,526.0,580.0,4.48,63.1,4.636949027,427.5495
10286,5720,51,527.0,602.0,5.6,63.1,4.543906705,427.5495
10287,5720,842,538.0,599.0,6.68,63.1,4.568377754,427.5495
10288,5720,529,523.0,600.0,5.46,63.1,4.540354505,427.5495
10289,5720,191,535.0,619.0,2.8,63.1,4.636949027,427.5495
10290,5720,70,540.0,622.0,2.62,63.1,4.64022297,427.5495
10291,5720,610,541.0,613.0,1.63,63.1,4.658536051,427.5495
10292,5720,566,550.0,629.0,2.67,63.1,4.642375476,427.5495
10293,5722,819,493.0,577.0,2.26,63.1,4.699837726,499.6155
10294,5722,51,485.0,617.0,3.5,63.1,4.683362283,499.6155
10295,5722,842,502.0,615.0,6.54,63.1,4.688651147,499.6155
10296,5722,529,482.0,611.0,3.01,63.1,4.69818757,499.6155
10297,5722,191,485.0,644.0,1.04,63.1,4.695507944,499.6155
10298,5722,70,486.0,654.0,1.22,63.1,4.701895956,499.6155
10299,5722,610,490.0,552.0,2.1,63.1,4.688722299,499.6155
10300,5722,566,493.0,652.0,1.02,63.1,4.702843953,499.6155
10301,5757,715,360.0,438.0,5.965698972337584,63.1,4.397940009,316.31928
10302,5756,715,355.0,575.0,13.778155789041294,63.1,4.113943352,361.31634
10303,2116,715,351.0,450.0,4.867748814778551,63.1,4.404833717,330.34616
10304,5758,715,354.0,446.0,12.43746922460364,63.1,4.240549248,322.3474
10305,3559,715,364.0,519.0,7.946021971153348,63.1,4.225309282,363.37198
10306,3558,715,358.0,510.0,2.80499056180001,63.1,4.350248018,408.36904
10307,3557,715,365.0,517.0,4.911448900316967,63.1,4.477121255,377.39886
10308,3560,715,365.0,439.0,1.4077162813311823,63.1,4.305351369,369.4001
10309,4462,48,307.0,344.0,0.67,63.1,4.383815366,237.64152
10310,4461,48,307.0,344.0,0.49,63.1,4.31344537,282.09252
10311,6028,1018,475.0,513.0,3.897263976087189,63.1,6.3812709011979605,340.31092
10312,6028,610,471.0,502.0,4.096487064279486,63.1,5.247054072650213,340.31092
10313,6028,517,474.0,499.0,12.18618304894355,63.1,4.6474890768450345,340.31092
10314,6028,1141,473.0,501.0,11.581915763482115,63.1,3.570963746501444,340.31092
10315,6028,1150,478.0,507.0,12.364725166010508,63.1,3.733289451145655,340.31092
10323,633,56,381.0,401.0,6.030856637938977,63.1,6.427550301967336,461.56662
10324,633,517,373.0,417.0,7.134303852808599,63.1,5.93022473017518,461.56662
10325,633,439,373.0,416.0,1.3032531499369475,63.1,6.692215093847231,461.56662
10326,633,55,383.0,419.0,9.52197270983656,63.1,2.515946610872403,461.56662
10327,633,78,384.0,502.0,12.279562132210891,63.1,5.614981369342536,461.56662
10329,5941,70,463.01397060016586,499.876005357919,3.735,63.1,6.007915524160047,190.2014
10331,5941,229,255.77447466903192,577.5759823267438,4.276,63.1,3.1262550607923467,190.2014
10332,5941,201,535.1765097833077,460.7974501088907,4.0,63.1,3.4970280684851147,190.2014
10336,5941,610,319.0347437622408,292.4406061,6.1,63.1,5.2929163860464845,190.2014
10339,6083,854,464.0,558.0,1.66,63.1,3.755874856,223.23046
10340,3522,854,510.0,608.0,10.28293662356248,63.1,3.158362492,251.28422
10341,6117,854,510.0,535.0,11.74870579067536,63.1,3.827369273,266.29916
10342,6338,854,497.0,588.0,7.043135288320734,63.1,3.414973348,414.25122
10343,3175,842,428.0,497.0,4.818800386552222,63.1,5.853632975218717,360.4118
10344,4175,842,430.0,498.0,3.9485403336258527,63.1,4.043166356985688,375.42674
10345,3134,842,360.0,421.0,8.481179007406016,63.1,1.4619188403457812,642.70596
10346,3176,842,426.0,493.0,7.101762516448822,63.1,5.292095144327601,985.10288
10348,3175,70,430.0,518.0,9.709323751127686,63.1,5.482625616298124,360.4118
10349,4175,70,430.0,516.0,5.754541766625793,63.1,3.612322347581145,375.42674
10350,3134,70,358.0,429.0,4.210953165468671,63.1,2.4966932942604654,642.70596
10351,3176,70,430.0,520.0,12.558990751115315,63.1,4.69669959525628,985.10288
10353,3175,566,438.0,520.0,4.683477730558515,63.1,1.7629399904400564,360.4118
10354,4175,566,436.0,523.0,8.583977704358581,63.1,4.083244619300963,375.42674
10355,3134,566,360.0,429.0,2.481571763223592,63.1,3.4389495080899986,642.70596
10356,3176,566,438.0,524.0,1.5897825419640204,63.1,6.531440139654537,985.10288
10358,3212,715,643.0,655.0,1.0364018480218586,63.1,3.727944896780549,516.75048
10359,3212,610,634.0,648.0,13.3029281459415,63.1,6.5470986418018216,516.75048
10360,3212,1018,633.0,658.0,11.59126238634252,63.1,1.218776969088752,516.75048
10361,3210,715,643.0,664.0,12.759500892420569,63.1,2.556594008779689,560.75948
10362,3210,610,635.0,656.0,8.050781652926243,63.1,4.738237676784995,560.75948
10363,3210,1018,635.0,663.0,10.769826204251562,63.1,4.601491725240921,560.75948
10364,3214,715,643.0,666.0,11.910145305500716,63.1,5.381312508821543,550.74484
10365,3214,610,634.0,659.0,8.142164106468297,63.1,2.081637334899969,550.74484
10366,3214,1018,631.0,662.0,5.387668819180816,63.1,2.001776636900976,550.74484
10367,3211,715,641.0,664.0,1.099856521677996,63.1,5.1150873276525886,566.81036
10368,3211,610,629.0,652.0,12.836486925305474,63.1,6.061376369557999,566.81036
10369,3211,1018,633.0,653.0,5.016279699491863,63.1,6.363762862502971,566.81036
10370,3213,715,637.0,657.0,3.7976811816223344,63.1,2.415948342635526,531.7853
10371,3213,610,627.0,658.0,7.239452975128775,63.1,4.688903350140837,531.7853
10372,3213,1018,626.0,658.0,2.841121287411712,63.1,6.5578973483796,531.7853
10373,3216,715,645.0,660.0,4.347415848353425,63.1,2.681148567767232,439.66466
10374,3216,610,637.0,659.0,5.373645101474378,63.1,5.231524506250468,439.66466
10375,3216,1018,633.0,652.0,3.1792878232533788,63.1,2.239726896537147,439.66466
10376,3215,715,654.0,673.0,10.626321700237364,63.1,2.966402425383831,540.7302
10377,3215,610,645.0,663.0,12.519702226291104,63.1,2.254270584504891,540.7302
10378,3215,1018,642.0,669.0,7.889145079921594,63.1,4.903701185452739,540.7302
10379,6441,842,388.0,621.6603913358275,2.7721990190874872,63.1,4.357934847,306.2724
10380,863,842,340.0,541.7438282360087,5.593862631490532,63.1,4.089905111,346.33392
10382,4505,842,342.0,265.098548969248,2.324631952027684,63.1,3.523746467,397.20916
10383,2666,842,312.0,665.3496438053533,5.3935991432357655,63.1,3.763427994,474.54796
10384,2665,842,312.0,720.777535872895,8.393582578239638,63.1,3.741939078,488.53108
10385,5750,819,356.0,527.942210662668,9.435799968539682,63.1,4.370124327,341.32934
10386,5750,56,346.0,462.2981804729852,10.274588243127145,63.1,4.655829681,341.32934
10387,5750,51,346.0,323.5130066798279,12.061365119469396,63.1,4.485480085,341.32934
10388,5750,842,352.0,544.0464587475543,2.757026274216925,63.1,4.549420181,341.32934
10389,5750,529,346.0,449.8177966458996,2.497181548877057,63.1,4.605994198,341.32934
10390,5750,610,345.0,575.7579122814873,1.8026218859625924,63.1,4.490197346,341.32934
10391,5750,517,346.0,349.9399330371216,7.4949923783669075,63.1,4.583855955,341.32934
10392,5750,566,347.0,547.6413490608961,2.4202416173310213,63.1,4.37322473,341.32934
10393,5750,715,343.0,495.6639999533551,9.020768833311555,63.1,4.507180977,341.32934
10394,4317,819,347.0,786.4185409240681,10.124517226997389,63.1,4.337399354,374.35516
10395,4317,56,333.0,645.084744291466,13.647248671240275,63.1,4.412107592,374.35516
10396,4317,51,333.0,376.2267466947616,8.296759924993964,63.1,4.439758883,374.35516
10397,4317,842,339.0,640.644651334197,6.361294414656677,63.1,4.146531122,374.35516
10398,4317,529,330.0,484.0731173683454,9.344271400196346,63.1,4.456942685,374.35516
10399,4317,610,330.0,403.0668978862678,9.21610192677925,63.1,4.531823661,374.35516
10400,4317,517,335.0,262.4237740374443,9.765336493417832,63.1,4.546098271,374.35516
10402,4317,715,330.0,415.9065046221031,11.701564245639563,63.1,4.459919956,374.35516
10403,5711,819,383.0,634.0433197747423,5.897942149019972,63.1,4.118628415,449.4931
10404,5711,56,379.0,775.3271105301649,9.794640740626456,63.1,4.323293361,449.4931
10405,5711,51,378.0,775.7368051907425,5.092391000331978,63.1,4.375407533,449.4931
10409,5711,715,375.0,623.745084337605,3.596558975222393,63.1,4.09509958,449.4931
10410,1653,819,364.0,563.4316921982313,11.093334590107592,63.1,4.435796604,449.46886
10411,1653,56,361.0,748.3742746469366,6.114331111922285,63.1,4.545554507,449.46886
10412,1653,51,343.0,363.0185919525832,6.962680487200953,63.1,4.57953209,449.46886
10415,1653,610,360.0,728.1160901079115,5.313000542585281,63.1,4.525821952,449.46886
10416,1653,517,362.0,389.3050998536254,4.927537241539621,63.1,3.935809454,449.46886
10417,1653,566,361.0,629.7445582492871,3.5854298607057373,63.1,4.587228147,449.46886
10418,1653,715,364.0,695.9493265067099,13.763730629480635,63.1,4.643146588,449.46886
10420,5724,56,391.0,337.53646570580906,5.465761389592113,63.1,4.619625433,443.46498
10422,5724,842,397.0,677.4685559178034,6.736593391704576,63.1,4.599708446,443.46498
10424,5724,610,391.0,297.0130173488984,3.681490123986964,63.1,4.683263231,443.46498
10425,5724,517,393.0,737.398295189159,8.256635537743962,63.1,4.582631439,443.46498
10426,5724,566,399.0,559.1433791610905,4.254817097866807,63.1,4.31122391,443.46498
10427,5724,715,402.0,593.296078811155,10.67300916538735,63.1,4.378506915,443.46498
10429,1491,56,411.0,725.0541773759728,7.124812196259346,63.1,4.341197032,461.52362
10430,1491,51,414.0,619.450845769242,2.9793627285767355,63.1,4.290591043,461.52362
10433,1491,610,411.0,699.561700962462,2.961820949205026,63.1,4.492383185,461.52362
10435,1491,566,421.0,295.37761231121635,3.8220288981769848,63.1,4.78609807,461.52362
10436,1491,715,422.0,572.4813963338635,7.601060676727312,63.1,4.5185271,461.52362
10437,6483,258,356.0,438.0,12.84031068873689,63.1,4.36,263.25146
10438,6483,836,360.0,444.0,3.17,63.1,4.32,263.25146
10439,6483,819,360.0,445.0,11.066945760050848,63.1,4.23,263.25146
10440,6483,56,357.0,443.0,12.067882345048291,63.1,4.29,263.25146
10441,6483,842,356.0,443.0,9.873024281426131,63.1,4.29,263.25146
10442,6483,529,352.0,443.0,1.2949356141869914,63.1,4.17,263.25146
10443,6483,51,354.0,444.0,12.519686859532207,63.1,4.31,263.25146
10444,6483,715,354.0,453.0,1.045613737194353,63.1,4.27,263.25146
10445,6483,199,353.0,445.0,7.812563676686864,63.1,4.29,263.25146
10446,6483,566,352.0,445.0,3.119251361702185,63.1,4.29,263.25146
10447,6483,1150,354.0,447.0,3.78,63.1,4.34,263.25146
10448,6483,201,354.0,444.0,3.026719893244387,63.1,4.29,263.25146
10449,6483,191,352.0,444.0,1.9514334348260265,63.1,4.18,263.25146
10450,6483,70,352.0,443.0,1.544980032041977,63.1,4.3,263.25146
10451,6483,610,352.0,440.0,3.47,63.1,4.33,263.25146
10452,6501,326,291.9963792,297.000297,1.7916331327448878,63.1,2.492125907901797,134.13764
10453,6501,468,280.00224,310.00062,6.756772267228147,63.1,2.3237925417349734,134.13764
10454,6501,415,287.0016933,301.9961948,10.506921018856758,63.1,2.5867907191268884,134.13764
10455,6501,51,291.0022116,315.000315,8.122115142609875,63.1,2.9843926809156542,134.13764
10456,6501,191,284.99772,307.0027323,2.529988864604582,63.1,3.5839073224573843,134.13764
10457,6501,70,281.0014893,313.008639,7.190923430452849,63.1,5.529618084114543,134.13764
10458,6501,439,280.00224,311.0032966,10.888695587070629,63.1,6.025417480316524,134.13764
10459,6501,466,280.00224,310.00062,13.05356573749902,63.1,2.866274390524717,134.13764
10460,6501,517,280.00224,310.00062,9.647084983578695,63.1,1.166513090197278,134.13764
10461,4537,531,492.9,527.01,8.628956645512845,63.1,6.599331706368916,416.18286
10462,4537,819,495.9,521.04,2.4960346313637736,63.1,3.783546691303884,416.18286
10463,4537,1321,498.1,534.85,2.5447957221934656,63.1,4.664683678350741,416.18286
10464,4537,842,497.0,554.77,5.132629399816116,63.1,4.913813852,416.18286
10465,4537,854,497.0,557.01,5.750121469905043,63.1,5.709458308590781,416.18286
10466,4537,517,503.1,586.91,3.514803644401807,63.1,2.108736214583152,416.18286
10467,4537,610,500.0,592.05,8.462317023065411,63.1,1.4191000143559092,416.18286
10468,4537,715,527.0,612.94,10.16852291343766,63.1,1.84855855982116,416.18286
10469,4849,531,490.1,521.94,13.272378096665364,63.1,6.584170055604868,444.23662
10470,4849,819,502.1,531.02,1.7605291920971533,63.1,5.088075110350797,444.23662
